"timestamp","nbPassengers","age","passengerType","bookingStatus","operatingAirline","originAirport","destinationAirport","departureDate","arrivalDate"
"2019-03-17T13:47:26.005Z","WrappedArray(1, 1, 1, 1)","WrappedArray(18)","WrappedArray(ADT)","WrappedArray(CONFIRMED, CONFIRMED, CONFIRMED, CONFIRMED)","WrappedArray(AF, AF, AF, AF)","WrappedArray(ORY, ORY, TLS, RUN)","WrappedArray(RUN, TLS, ORY, ORY)","WrappedArray(2019-05-02T17:50:00Z, 2019-07-17T20:50:00Z, 2019-05-02T14:50:00Z, 2019-07-17T09:05:00Z)","WrappedArray(2019-05-03T06:50:00Z, 2019-07-17T22:05:00Z, 2019-05-02T16:10:00Z, 2019-07-17T18:15:00Z)"
"2019-03-17T13:47:25.974Z","WrappedArray(8, 8)","WrappedArray(null, null, null, null, null, null, null, null)","WrappedArray(ADT, ADT, ADT, ADT, ADT, ADT, ADT, ADT)","WrappedArray(CONFIRMED, CONFIRMED)","WrappedArray(AF, AF)","WrappedArray(BUD, CDG)","WrappedArray(CDG, BUD)","WrappedArray(2019-03-17T16:25:00Z, 2019-03-14T20:55:00Z)","WrappedArray(2019-03-17T18:45:00Z, 2019-03-14T23:05:00Z)"
"2019-03-17T13:47:26.108Z","WrappedArray(1, 1)","WrappedArray(null)","WrappedArray(ADT)","WrappedArray(CONFIRMED, CONFIRMED)","WrappedArray(AF, AF)","WrappedArray(ORY, PGF)","WrappedArray(PGF, ORY)","WrappedArray(2019-03-23T09:10:00Z, 2019-03-24T13:50:00Z)","WrappedArray(2019-03-23T10:30:00Z, 2019-03-24T15:20:00Z)"
"2019-03-17T13:47:26.181Z","WrappedArray(4, 4, 4, 4)","WrappedArray(42, 11, 8, 42)","WrappedArray(ADT, CHD, CHD, ADT)","WrappedArray(CONFIRMED, CONFIRMED, CONFIRMED, CONFIRMED)","WrappedArray(AF, AF, AF, AF)","WrappedArray(ORY, ORY, BOD, BIA)","WrappedArray(BIA, BOD, ORY, ORY)","WrappedArray(2019-04-17T11:10:00Z, 2019-04-24T16:50:00Z, 2019-04-17T08:55:00Z, 2019-04-24T13:45:00Z)","WrappedArray(2019-04-17T12:55:00Z, 2019-04-24T18:00:00Z, 2019-04-17T10:10:00Z, 2019-04-24T15:30:00Z)"
"2019-03-17T13:47:26.475Z","WrappedArray(1, 1)","WrappedArray(null)","WrappedArray(ADT)","WrappedArray(CONFIRMED, CONFIRMED)","WrappedArray(A5, A5)","WrappedArray(RNS, MRS)","WrappedArray(MRS, RNS)","WrappedArray(2019-04-02T18:45:00Z, 2019-03-28T08:35:00Z)","WrappedArray(2019-04-02T20:15:00Z, 2019-03-28T10:10:00Z)"
"2019-03-17T13:47:25.818Z","WrappedArray(20, 20, 20, 20)","WrappedArray(16, 17, 17, 17, 17, 17, 16, 16, 16, 16, 16, 17, 16, 17, 16, 16, 16, 16, 17, 17)","WrappedArray(ADT, ADT, ADT, ADT, ADT, ADT, ADT, ADT, ADT, ADT, ADT, ADT, ADT, ADT, ADT, ADT, ADT, ADT, ADT, ADT)","WrappedArray(CONFIRMED, CONFIRMED, CONFIRMED, CONFIRMED)","WrappedArray(KL, KL, KL, KL)","WrappedArray(GLA, AMS, AMS, LIS)","WrappedArray(AMS, GLA, LIS, AMS)","WrappedArray(2019-03-27T09:00:00Z, 2019-03-17T21:25:00Z, 2019-03-27T12:40:00Z, 2019-03-17T15:25:00Z)","WrappedArray(2019-03-27T11:40:00Z, 2019-03-17T22:00:00Z, 2019-03-27T14:35:00Z, 2019-03-17T19:35:00Z)"
"2019-03-17T13:47:26.867Z","WrappedArray(2, 2, 2, 2, 2, 2)","WrappedArray(57, 53)","WrappedArray(ADT, ADT)","WrappedArray(CONFIRMED, CONFIRMED, CONFIRMED, CONFIRMED, CONFIRMED, CONFIRMED)","WrappedArray(EY, QF, AF, AF, AF, EY)","WrappedArray(MEL, SIN, BOD, CDG, CDG, AUH)","WrappedArray(AUH, MEL, CDG, BOD, SIN, CDG)","WrappedArray(2019-04-02T16:55:00Z, 2019-03-18T19:40:00Z, 2019-03-17T18:20:00Z, 2019-04-03T09:40:00Z, 2019-03-17T20:50:00Z, 2019-04-03T02:15:00Z)","WrappedArray(2019-04-03T00:05:00Z, 2019-03-19T06:00:00Z, 2019-03-17T19:45:00Z, 2019-04-03T10:55:00Z, 2019-03-18T16:35:00Z, 2019-04-03T07:40:00Z)"
"2019-03-17T13:47:27.018Z","WrappedArray(1)","WrappedArray(39)","WrappedArray(ADT)","WrappedArray(CONFIRMED)","WrappedArray(AF)","WrappedArray(LHR)","WrappedArray(CDG)","WrappedArray(2019-03-18T15:35:00Z)","WrappedArray(2019-03-18T17:55:00Z)"
"2019-03-17T13:47:27.413Z","WrappedArray(2, 2)","WrappedArray(null, null)","WrappedArray(ADT, ADT)","WrappedArray(CONFIRMED, CONFIRMED)","WrappedArray(KL, KL)","WrappedArray(BUD, AMS)","WrappedArray(AMS, BUD)","WrappedArray(2019-08-06T11:30:00Z, 2019-08-01T08:50:00Z)","WrappedArray(2019-08-06T13:40:00Z, 2019-08-01T10:45:00Z)"
"2019-03-17T13:47:27.605Z","WrappedArray(2, 2, 2, 2)","WrappedArray(45, 14)","WrappedArray(ADT, ADT)","WrappedArray(CONFIRMED, CONFIRMED, CONFIRMED, CONFIRMED)","WrappedArray(KL, 9W, KL, 9W)","WrappedArray(GLA, AMS, AMS, DEL)","WrappedArray(AMS, DEL, GLA, AMS)","WrappedArray(2019-06-18T06:05:00Z, 2019-06-18T11:40:00Z, 2019-08-13T15:35:00Z, 2019-08-13T02:10:00Z)","WrappedArray(2019-06-18T08:45:00Z, 2019-06-18T23:25:00Z, 2019-08-13T16:05:00Z, 2019-08-13T07:40:00Z)"
"2019-03-17T13:47:27.884Z","WrappedArray(1, 1, 1, 1)","WrappedArray(77)","WrappedArray(ADT)","WrappedArray(CONFIRMED, CONFIRMED, CONFIRMED, CONFIRMED)","WrappedArray(WS, KL, WS, KL)","WrappedArray(YYC, AMS, YLW, YEG)","WrappedArray(YLW, YYC, YEG, AMS)","WrappedArray(2019-07-30T15:00:00Z, 2019-07-30T12:25:00Z, 2019-09-07T14:00:00Z, 2019-09-07T17:35:00Z)","WrappedArray(2019-07-30T15:12:00Z, 2019-07-30T13:25:00Z, 2019-09-07T16:24:00Z, 2019-09-08T10:15:00Z)"
"2019-03-17T13:47:27.977Z","WrappedArray(8, 8, 8)","WrappedArray(79, 67, 66, 65, 68, 64, 77, 67)","WrappedArray(ADT, ADT, ADT, ADT, ADT, ADT, ADT, ADT)","WrappedArray(CONFIRMED, CONFIRMED, CONFIRMED)","WrappedArray(BA, AF, AF)","WrappedArray(CPT, JNB, CDG)","WrappedArray(DUR, CDG, CPT)","WrappedArray(2019-03-10T17:30:00Z, 2019-03-17T19:50:00Z, 2019-03-07T09:35:00Z)","WrappedArray(2019-03-10T19:30:00Z, 2019-03-18T05:45:00Z, 2019-03-07T22:10:00Z)"
"2019-03-17T13:47:28.255Z","WrappedArray(1, 1)","WrappedArray(null)","WrappedArray(ADT)","WrappedArray(CONFIRMED, CONFIRMED)","WrappedArray(AF, AF)","WrappedArray(ORY, NCE)","WrappedArray(NCE, ORY)","WrappedArray(2019-08-26T11:30:00Z, 2019-08-22T10:40:00Z)","WrappedArray(2019-08-26T12:55:00Z, 2019-08-22T12:05:00Z)"
"2019-03-17T13:47:28.659Z","WrappedArray(1)","WrappedArray(null)","WrappedArray(ADT)","WrappedArray(CONFIRMED)","WrappedArray(A5)","WrappedArray(TLS)","WrappedArray(SXB)","WrappedArray(2019-05-19T20:30:00Z)","WrappedArray(2019-05-19T22:00:00Z)"
"2019-03-17T13:47:28.72Z","WrappedArray(2, 2, 2, 2, 2)","WrappedArray(29, 33)","WrappedArray(ADT, ADT)","WrappedArray(CONFIRMED, CONFIRMED, CONFIRMED, CONFIRMED, CONFIRMED)","WrappedArray(DL, KL, KL, DL, KL)","WrappedArray(JFK, AMS, AMS, DTW, SVG)","WrappedArray(MCO, JFK, OSL, AMS, AMS)","WrappedArray(2019-03-26T19:29:00Z, 2019-03-26T13:30:00Z, 2019-03-18T06:45:00Z, 2019-03-17T16:45:00Z, 2019-03-26T09:50:00Z)","WrappedArray(2019-03-26T22:29:00Z, 2019-03-26T16:45:00Z, 2019-03-18T08:35:00Z, 2019-03-18T05:45:00Z, 2019-03-26T11:30:00Z)"
"2019-03-17T13:47:28.769Z","WrappedArray(2, 2)","WrappedArray(null, null)","WrappedArray(ADT, ADT)","WrappedArray(CONFIRMED, CONFIRMED)","WrappedArray(OS, OS)","WrappedArray(VIE, CDG)","WrappedArray(CDG, VIE)","WrappedArray(2019-06-02T12:50:00Z, 2019-05-29T10:00:00Z)","WrappedArray(2019-06-02T14:50:00Z, 2019-05-29T12:00:00Z)"
"2019-03-17T13:47:28.99Z","WrappedArray(4, 4)","WrappedArray(null, null, null, null)","WrappedArray(ADT, ADT, ADT, ADT)","WrappedArray(CONFIRMED, CONFIRMED)","WrappedArray(AF, AF)","WrappedArray(CDG, NCL)","WrappedArray(NCL, CDG)","WrappedArray(2019-07-29T15:35:00Z, 2019-07-22T06:00:00Z)","WrappedArray(2019-07-29T16:20:00Z, 2019-07-22T08:55:00Z)"
"2019-03-17T13:47:29.256Z","WrappedArray(1, 1, 1, 1)","WrappedArray(43)","WrappedArray(ADT)","WrappedArray(CONFIRMED, CONFIRMED, CONFIRMED, CONFIRMED)","WrappedArray(AF, AF, AF, AF)","WrappedArray(CDG, HAJ, CDG, PVG)","WrappedArray(PVG, CDG, HAJ, CDG)","WrappedArray(2019-03-20T23:25:00Z, 2019-03-20T20:15:00Z, 2019-03-18T07:35:00Z, 2019-03-18T00:10:00Z)","WrappedArray(2019-03-21T17:45:00Z, 2019-03-20T21:55:00Z, 2019-03-18T09:15:00Z, 2019-03-18T05:55:00Z)"
"2019-03-17T13:47:29.397Z","WrappedArray(1, 1, 1, 1)","WrappedArray(32)","WrappedArray(ADT)","WrappedArray(CONFIRMED, CONFIRMED, CONFIRMED, CONFIRMED)","WrappedArray(CZ, KL, KL, KL)","WrappedArray(PEK, AMS, LIM, AMS)","WrappedArray(AMS, LIM, AMS, XMN)","WrappedArray(2019-03-18T00:30:00Z, 2019-03-18T12:35:00Z, 2019-02-16T21:05:00Z, 2019-02-17T16:45:00Z)","WrappedArray(2019-03-18T04:40:00Z, 2019-03-18T19:15:00Z, 2019-02-17T15:20:00Z, 2019-02-18T10:50:00Z)"
"2019-03-17T13:47:29.953Z","WrappedArray(1, 1)","WrappedArray(78)","WrappedArray(ADT)","WrappedArray(CONFIRMED, CONFIRMED)","WrappedArray(AF, AF)","WrappedArray(CDG, DUB)","WrappedArray(DUB, CDG)","WrappedArray(2019-03-15T09:50:00Z, 2019-03-18T17:00:00Z)","WrappedArray(2019-03-15T10:50:00Z, 2019-03-18T20:00:00Z)"
"2019-03-17T13:47:30.057Z","WrappedArray(1, 1)","WrappedArray(null)","WrappedArray(ADT)","WrappedArray(CONFIRMED, CONFIRMED)","WrappedArray(AF, AF)","WrappedArray(LHR, CDG)","WrappedArray(CDG, LHR)","WrappedArray(2019-03-18T15:35:00Z, 2019-03-17T18:05:00Z)","WrappedArray(2019-03-18T17:55:00Z, 2019-03-17T18:20:00Z)"
"2019-03-17T13:47:30.084Z","WrappedArray(1, 1)","WrappedArray(53)","WrappedArray(ADT)","WrappedArray(CONFIRMED, CONFIRMED)","WrappedArray(AF, AF)","WrappedArray(CDG, MIA)","WrappedArray(MIA, CDG)","WrappedArray(2019-03-18T10:10:00Z, 2019-06-13T19:40:00Z)","WrappedArray(2019-03-18T15:10:00Z, 2019-06-14T10:40:00Z)"
"2019-03-17T13:47:30.232Z","WrappedArray(1, 1)","WrappedArray(null)","WrappedArray(ADT)","WrappedArray(CONFIRMED, CONFIRMED)","WrappedArray(KL, KL)","WrappedArray(GLA, AMS)","WrappedArray(AMS, GLA)","WrappedArray(2019-06-28T10:45:00Z, 2019-07-01T09:30:00Z)","WrappedArray(2019-06-28T13:20:00Z, 2019-07-01T10:00:00Z)"
"2019-03-17T13:47:30.465Z","WrappedArray(4, 4)","WrappedArray(null, null, null, null)","WrappedArray(ADT, ADT, ADT, ADT)","WrappedArray(CONFIRMED, CONFIRMED)","WrappedArray(AF, AF)","WrappedArray(NCL, CDG)","WrappedArray(CDG, NCL)","WrappedArray(2019-07-22T06:00:00Z, 2019-07-29T15:35:00Z)","WrappedArray(2019-07-22T08:55:00Z, 2019-07-29T16:20:00Z)"
"2019-03-17T13:47:30.578Z","WrappedArray(3, 3)","WrappedArray(45, 45, 13)","WrappedArray(ADT, ADT, ADT)","WrappedArray(CONFIRMED, CONFIRMED)","WrappedArray(DL, DL)","WrappedArray(AMS, MCO)","WrappedArray(MCO, AMS)","WrappedArray(2019-04-20T14:45:00Z, 2019-05-03T21:32:00Z)","WrappedArray(2019-04-20T19:11:00Z, 2019-05-04T12:45:00Z)"
"2019-03-17T13:47:30.598Z","WrappedArray(3, 3)","WrappedArray(45, 7, 9)","WrappedArray(ADT, CHD, CHD)","WrappedArray(CONFIRMED, CONFIRMED)","WrappedArray(AF, AF)","WrappedArray(JFK, CDG)","WrappedArray(CDG, BOS)","WrappedArray(2019-08-25T23:55:00Z, 2019-08-01T14:05:00Z)","WrappedArray(2019-08-26T13:10:00Z, 2019-08-01T15:55:00Z)"
"2019-03-17T13:47:30.866Z","WrappedArray(2, 2, 2, 2)","WrappedArray(60, 26)","WrappedArray(ADT, ADT)","WrappedArray(CONFIRMED, CONFIRMED, CONFIRMED, CONFIRMED)","WrappedArray(KL, KL, KL, KL)","WrappedArray(SVG, SVO, AMS, AMS)","WrappedArray(AMS, AMS, SVO, SVG)","WrappedArray(2019-03-18T17:20:00Z, 2019-03-27T05:30:00Z, 2019-03-18T20:40:00Z, 2019-03-27T09:40:00Z)","WrappedArray(2019-03-18T18:55:00Z, 2019-03-27T07:10:00Z, 2019-03-19T01:55:00Z, 2019-03-27T11:10:00Z)"
"2019-03-17T13:47:30.975Z","WrappedArray(2, 2, 2, 2)","WrappedArray(46, null)","WrappedArray(ADT, ADT)","WrappedArray(CONFIRMED, CONFIRMED, CONFIRMED, CONFIRMED)","WrappedArray(CZ, AF, AF, AF)","WrappedArray(CDG, PEK, NIM, CDG)","WrappedArray(CAN, CDG, CDG, NIM)","WrappedArray(2019-02-17T11:45:00Z, 2019-03-18T01:00:00Z, 2019-02-16T23:55:00Z, 2019-03-18T10:30:00Z)","WrappedArray(2019-02-18T06:20:00Z, 2019-03-18T05:15:00Z, 2019-02-17T05:30:00Z, 2019-03-18T16:05:00Z)"
"2019-03-17T13:47:31.578Z","WrappedArray(1)","WrappedArray(null)","WrappedArray(ADT)","WrappedArray(CONFIRMED)","WrappedArray(AF)","WrappedArray(NCE)","WrappedArray(CDG)","WrappedArray(2019-07-30T19:05:00Z)","WrappedArray(2019-07-30T20:40:00Z)"
"2019-03-17T13:47:31.725Z","WrappedArray(3, 3, 3, 3)","WrappedArray(null, null, null)","WrappedArray(ADT, ADT, ADT)","WrappedArray(CONFIRMED, CONFIRMED, CONFIRMED, CONFIRMED)","WrappedArray(OZ, KL, EY, KL)","WrappedArray(ICN, MAD, AUH, AMS)","WrappedArray(SYD, AMS, MAD, ICN)","WrappedArray(2019-03-31T20:00:00Z, 2019-04-12T12:50:00Z, 2019-04-07T02:10:00Z, 2019-04-18T21:35:00Z)","WrappedArray(2019-04-01T08:30:00Z, 2019-04-12T15:25:00Z, 2019-04-07T07:55:00Z, 2019-04-19T14:55:00Z)"
"2019-03-17T13:47:31.848Z","WrappedArray(1, 1)","WrappedArray(null)","WrappedArray(ADT)","WrappedArray(CONFIRMED, CONFIRMED)","WrappedArray(AF, AF)","WrappedArray(NCE, ORY)","WrappedArray(ORY, NCE)","WrappedArray(2019-08-22T10:40:00Z, 2019-08-26T11:30:00Z)","WrappedArray(2019-08-22T12:05:00Z, 2019-08-26T12:55:00Z)"
"2019-03-17T13:47:31.865Z","WrappedArray(2, 2, 2, 2, 2, 2)","WrappedArray(null, null)","WrappedArray(ADT, ADT)","WrappedArray(CONFIRMED, CONFIRMED, CONFIRMED, CONFIRMED, CONFIRMED, CONFIRMED)","WrappedArray(KL, EY, QF, KL, AF, EY)","WrappedArray(AMS, CDG, MEL, SIN, MAN, AUH)","WrappedArray(MAN, AUH, SIN, AMS, CDG, MEL)","WrappedArray(2020-02-06T09:35:00Z, 2020-01-15T20:45:00Z, 2020-02-05T17:15:00Z, 2020-02-06T01:35:00Z, 2020-01-15T14:30:00Z, 2020-01-16T09:00:00Z)","WrappedArray(2020-02-06T09:55:00Z, 2020-01-16T06:30:00Z, 2020-02-05T22:15:00Z, 2020-02-06T08:05:00Z, 2020-01-15T16:55:00Z, 2020-01-17T05:20:00Z)"
"2019-03-17T13:47:32.087Z","WrappedArray(1, 1, 1, 1, 1)","WrappedArray(40)","WrappedArray(ADT)","WrappedArray(CONFIRMED, CONFIRMED, CONFIRMED, CONFIRMED, UNACCEPTED)","WrappedArray(KL, CZ, KL, KL, KL)","WrappedArray(AMS, AMS, BRU, PEK, AMS)","WrappedArray(BRU, PEK, AMS, AMS, PEK)","WrappedArray(2019-03-29T16:50:00Z, 2019-03-18T14:10:00Z, 2019-03-17T14:45:00Z, 2019-03-29T11:55:00Z, 2019-03-17T17:30:00Z)","WrappedArray(2019-03-29T17:30:00Z, 2019-03-19T06:55:00Z, 2019-03-17T15:35:00Z, 2019-03-29T15:30:00Z, 2019-03-18T09:55:00Z)"
"2019-03-17T13:47:32.411Z","WrappedArray(1, 1)","WrappedArray(null)","WrappedArray(ADT)","WrappedArray(CONFIRMED, CONFIRMED)","WrappedArray(AF, AF)","WrappedArray(BEG, CDG)","WrappedArray(CDG, BEG)","WrappedArray(2019-06-16T15:25:00Z, 2019-06-13T12:20:00Z)","WrappedArray(2019-06-16T17:55:00Z, 2019-06-13T14:35:00Z)"
"2019-03-17T13:47:32.467Z","WrappedArray(1, 1, 1, 1, 1)","WrappedArray(26)","WrappedArray(ADT)","WrappedArray(CONFIRMED, CONFIRMED, CONFIRMED, CONFIRMED, CONFIRMED)","WrappedArray(AF, DL, KL, AF, DL)","WrappedArray(CDG, ATL, AMS, DEL, MIA)","WrappedArray(MIA, AMS, DEL, CDG, ATL)","WrappedArray(2019-06-25T13:40:00Z, 2019-09-02T17:27:00Z, 2019-09-03T14:25:00Z, 2019-06-25T00:10:00Z, 2019-09-02T14:19:00Z)","WrappedArray(2019-06-25T17:10:00Z, 2019-09-03T08:05:00Z, 2019-09-04T01:45:00Z, 2019-06-25T06:00:00Z, 2019-09-02T16:19:00Z)"
"2019-03-17T13:47:32.499Z","WrappedArray(1, 1)","WrappedArray(56)","WrappedArray(ADT)","WrappedArray(CONFIRMED, CONFIRMED)","WrappedArray(KL, KL)","WrappedArray(LHR, AMS)","WrappedArray(AMS, LHR)","WrappedArray(2019-03-14T14:05:00Z, 2019-03-18T15:45:00Z)","WrappedArray(2019-03-14T16:20:00Z, 2019-03-18T16:05:00Z)"
"2019-03-17T13:47:32.73Z","WrappedArray(1)","WrappedArray(null)","WrappedArray(ADT)","WrappedArray(CONFIRMED)","WrappedArray(AF)","WrappedArray(CDG)","WrappedArray(MRS)","WrappedArray(2019-07-13T09:50:00Z)","WrappedArray(2019-07-13T11:10:00Z)"
"2019-03-17T13:47:32.786Z","WrappedArray(1, 1, 1, 1)","WrappedArray(null)","WrappedArray(ADT)","WrappedArray(CONFIRMED, CONFIRMED, CONFIRMED, CONFIRMED)","WrappedArray(KL, KL, KL, KL)","WrappedArray(AMS, AMS, LOS, LHR)","WrappedArray(LHR, LOS, AMS, AMS)","WrappedArray(2019-03-20T07:20:00Z, 2019-03-26T13:25:00Z, 2019-03-19T22:55:00Z, 2019-03-26T10:00:00Z)","WrappedArray(2019-03-20T07:40:00Z, 2019-03-26T20:05:00Z, 2019-03-20T05:45:00Z, 2019-03-26T12:25:00Z)"
"2019-03-17T13:47:32.87Z","WrappedArray(2, 2)","WrappedArray(null, null)","WrappedArray(ADT, CHD)","WrappedArray(CONFIRMED, CONFIRMED)","WrappedArray(AF, AF)","WrappedArray(PGF, ORY)","WrappedArray(ORY, PGF)","WrappedArray(2019-04-25T13:50:00Z, 2019-04-20T17:15:00Z)","WrappedArray(2019-04-25T15:20:00Z, 2019-04-20T18:35:00Z)"
"2019-03-17T13:47:33.219Z","WrappedArray(1, 1, 1, 1)","WrappedArray(66)","WrappedArray(ADT)","WrappedArray(CONFIRMED, CONFIRMED, CONFIRMED, CONFIRMED)","WrappedArray(KL, AF, KL, PS)","WrappedArray(AMS, CDG, YYZ, KBP)","WrappedArray(KBP, YYZ, AMS, CDG)","WrappedArray(2019-03-21T09:25:00Z, 2019-06-26T13:50:00Z, 2019-03-20T19:05:00Z, 2019-06-26T09:55:00Z)","WrappedArray(2019-03-21T13:10:00Z, 2019-06-26T16:10:00Z, 2019-03-21T07:25:00Z, 2019-06-26T12:20:00Z)"
"2019-03-17T13:47:33.426Z","WrappedArray(1, 1, 1, 1)","WrappedArray(null)","WrappedArray(ADT)","WrappedArray(CONFIRMED, CONFIRMED, CONFIRMED, CONFIRMED)","WrappedArray(AF, SN, AF, SN)","WrappedArray(CDG, BRU, WAW, LYS)","WrappedArray(LYS, WAW, CDG, BRU)","WrappedArray(2019-03-18T16:50:00Z, 2019-03-19T21:00:00Z, 2019-03-18T13:00:00Z, 2019-03-19T18:45:00Z)","WrappedArray(2019-03-18T17:55:00Z, 2019-03-19T23:00:00Z, 2019-03-18T15:30:00Z, 2019-03-19T20:05:00Z)"
"2019-03-17T13:47:33.447Z","WrappedArray(2, 2)","WrappedArray(53, 67)","WrappedArray(ADT, ADT)","WrappedArray(CONFIRMED, CONFIRMED)","WrappedArray(KL, KL)","WrappedArray(AMS, ATL)","WrappedArray(ATL, AMS)","WrappedArray(2019-03-29T16:50:00Z, 2019-03-17T23:25:00Z)","WrappedArray(2019-03-29T21:25:00Z, 2019-03-18T12:25:00Z)"
"2019-03-17T13:47:34.07Z","WrappedArray(8, 8)","WrappedArray(null, null, null, null, null, null, null, null)","WrappedArray(ADT, ADT, ADT, ADT, ADT, ADT, ADT, ADT)","WrappedArray(CONFIRMED, CONFIRMED)","WrappedArray(A5, A5)","WrappedArray(LYS, FCO)","WrappedArray(TLS, LYS)","WrappedArray(2019-03-17T20:25:00Z, 2019-03-17T17:55:00Z)","WrappedArray(2019-03-17T21:25:00Z, 2019-03-17T19:30:00Z)"
"2019-03-17T13:47:34.275Z","WrappedArray(2, 2, 2, 2)","WrappedArray(48, 46)","WrappedArray(ADT, ADT)","WrappedArray(CONFIRMED, CONFIRMED, CONFIRMED, CONFIRMED)","WrappedArray(KL, KL, DL, KL)","WrappedArray(BUD, AMS, ATL, AMS)","WrappedArray(AMS, PRG, AMS, ATL)","WrappedArray(2019-07-14T11:30:00Z, 2019-07-04T12:05:00Z, 2019-07-03T20:07:00Z, 2019-07-14T17:00:00Z)","WrappedArray(2019-07-14T13:40:00Z, 2019-07-04T13:35:00Z, 2019-07-04T10:45:00Z, 2019-07-14T20:25:00Z)"
"2019-03-17T13:47:34.371Z","WrappedArray(1, 1)","WrappedArray(70)","WrappedArray(ADT)","WrappedArray(CONFIRMED, CONFIRMED)","WrappedArray(KL, KL)","WrappedArray(EZE, SCL)","WrappedArray(SCL, EZE)","WrappedArray(2019-03-11T08:55:00Z, 2019-03-18T12:45:00Z)","WrappedArray(2019-03-11T11:05:00Z, 2019-03-18T14:35:00Z)"
"2019-03-17T13:47:34.611Z","WrappedArray(3, 3)","WrappedArray(null, null, null)","WrappedArray(CHD, ADT, ADT)","WrappedArray(CONFIRMED, CONFIRMED)","WrappedArray(AF, AF)","WrappedArray(CDG, BCN)","WrappedArray(BCN, CDG)","WrappedArray(2019-04-20T21:05:00Z, 2019-04-26T20:25:00Z)","WrappedArray(2019-04-20T22:55:00Z, 2019-04-26T22:20:00Z)"
"2019-03-17T13:47:34.685Z","WrappedArray(3, 3)","WrappedArray(null, 48, null)","WrappedArray(ADT, ADT, ADT)","WrappedArray(CONFIRMED, CONFIRMED)","WrappedArray(KQ, KQ)","WrappedArray(FNA, NBO)","WrappedArray(NBO, BOM)","WrappedArray(2019-03-17T17:10:00Z, 2019-03-18T07:00:00Z)","WrappedArray(2019-03-18T05:35:00Z, 2019-03-18T15:45:00Z)"
"2019-03-17T13:47:35.008Z","WrappedArray(1, 1)","WrappedArray(77)","WrappedArray(ADT)","WrappedArray(CONFIRMED, CONFIRMED)","WrappedArray(KL, KL)","WrappedArray(EZE, SCL)","WrappedArray(SCL, EZE)","WrappedArray(2019-03-11T08:55:00Z, 2019-03-18T12:45:00Z)","WrappedArray(2019-03-11T11:05:00Z, 2019-03-18T14:35:00Z)"
"2019-03-17T13:47:35.144Z","WrappedArray(2, 2, 2, 2)","WrappedArray(null, null)","WrappedArray(ADT, ADT)","WrappedArray(CONFIRMED, CONFIRMED, CONFIRMED, CONFIRMED)","WrappedArray(KL, KL, KL, KL)","WrappedArray(TLS, OSL, AMS, AMS)","WrappedArray(AMS, AMS, TLS, OSL)","WrappedArray(2019-03-19T13:30:00Z, 2019-03-25T17:00:00Z, 2019-03-25T20:35:00Z, 2019-03-19T16:35:00Z)","WrappedArray(2019-03-19T15:30:00Z, 2019-03-25T18:55:00Z, 2019-03-25T22:25:00Z, 2019-03-19T18:20:00Z)"
"2019-03-17T13:47:35.301Z","WrappedArray(1, 1)","WrappedArray(33)","WrappedArray(ADT)","WrappedArray(CONFIRMED, CONFIRMED)","WrappedArray(AF, AF)","WrappedArray(PTP, ORY)","WrappedArray(ORY, PTP)","WrappedArray(2019-03-21T18:00:00Z, 2019-03-28T11:45:00Z)","WrappedArray(2019-03-22T07:00:00Z, 2019-03-28T15:25:00Z)"
"2019-03-17T13:47:35.507Z","WrappedArray(1, 1, 1)","WrappedArray(56)","WrappedArray(ADT)","WrappedArray(CONFIRMED, CONFIRMED, UNACCEPTED)","WrappedArray(KL, CZ, KL)","WrappedArray(PEK, AMS, AMS)","WrappedArray(AMS, PEK, PEK)","WrappedArray(2019-03-29T11:55:00Z, 2019-03-18T14:10:00Z, 2019-03-17T17:30:00Z)","WrappedArray(2019-03-29T15:30:00Z, 2019-03-19T06:55:00Z, 2019-03-18T09:55:00Z)"
"2019-03-17T13:47:35.646Z","WrappedArray(2, 2, 2, 2)","WrappedArray(30, 30)","WrappedArray(ADT, ADT)","WrappedArray(CONFIRMED, CONFIRMED, CONFIRMED, CONFIRMED)","WrappedArray(AF, AF, AF, AF)","WrappedArray(PTP, LRH, ORY, ORY)","WrappedArray(ORY, ORY, LRH, PTP)","WrappedArray(2019-05-10T17:15:00Z, 2019-04-27T08:30:00Z, 2019-05-11T10:35:00Z, 2019-04-27T12:05:00Z)","WrappedArray(2019-05-11T07:15:00Z, 2019-04-27T09:55:00Z, 2019-05-11T12:00:00Z, 2019-04-27T14:40:00Z)"
"2019-03-17T13:47:35.749Z","WrappedArray(1, 1)","WrappedArray(53)","WrappedArray(ADT)","WrappedArray(CONFIRMED, CONFIRMED)","WrappedArray(KL, KL)","WrappedArray(SFO, AMS)","WrappedArray(AMS, SFO)","WrappedArray(2019-07-10T16:30:00Z, 2019-07-06T09:50:00Z)","WrappedArray(2019-07-11T11:50:00Z, 2019-07-06T11:45:00Z)"
"2019-03-17T13:47:35.771Z","WrappedArray(2)","WrappedArray(null, null)","WrappedArray(ADT, ADT)","WrappedArray(CONFIRMED)","WrappedArray(AF)","WrappedArray(CDG)","WrappedArray(NCE)","WrappedArray(2019-03-17T15:20:00Z)","WrappedArray(2019-03-17T16:50:00Z)"
