"timestamp","nbPassengers","age","passengerType","bookingStatus","operatingAirline","originAirport","destinationAirport","departureDate","arrivalDate"
"2019-03-17T13:47:36.007Z","WrappedArray(1)","WrappedArray(null)","WrappedArray(ADT)","WrappedArray(SEAT_AVAILABLE)","WrappedArray(AF)","WrappedArray(TXL)","WrappedArray(CDG)","WrappedArray(2019-03-17T18:05:00Z)","WrappedArray(2019-03-17T19:55:00Z)"
"2019-03-17T13:47:36.165Z","WrappedArray(1, 1)","WrappedArray(null)","WrappedArray(ADT)","WrappedArray(CONFIRMED, CONFIRMED)","WrappedArray(KL, KL)","WrappedArray(AMS, MUC)","WrappedArray(MUC, AMS)","WrappedArray(2019-05-30T07:15:00Z, 2019-06-02T11:50:00Z)","WrappedArray(2019-05-30T08:40:00Z, 2019-06-02T13:25:00Z)"
"2019-03-17T13:47:36.354Z","WrappedArray(2, 2, 2)","WrappedArray(60, 55)","WrappedArray(ADT, ADT)","WrappedArray(CONFIRMED, CONFIRMED, CONFIRMED)","WrappedArray(KL, DL, KL)","WrappedArray(LOS, IAH, AMS)","WrappedArray(AMS, LOS, IAH)","WrappedArray(2019-04-02T21:45:00Z, 2019-03-17T19:56:00Z, 2019-04-03T09:50:00Z)","WrappedArray(2019-04-03T05:45:00Z, 2019-03-18T15:35:00Z, 2019-04-03T13:05:00Z)"
"2019-03-17T13:47:36.449Z","WrappedArray(1, 1, 1, 1, 1)","WrappedArray(26)","WrappedArray(ADT)","WrappedArray(CONFIRMED, CONFIRMED, CONFIRMED, CONFIRMED, CONFIRMED)","WrappedArray(AF, DL, KL, AF, DL)","WrappedArray(CDG, ATL, AMS, DEL, MIA)","WrappedArray(MIA, AMS, DEL, CDG, ATL)","WrappedArray(2019-06-25T13:40:00Z, 2019-09-02T17:27:00Z, 2019-09-03T14:25:00Z, 2019-06-25T00:10:00Z, 2019-09-02T14:19:00Z)","WrappedArray(2019-06-25T17:10:00Z, 2019-09-03T08:05:00Z, 2019-09-04T01:45:00Z, 2019-06-25T06:00:00Z, 2019-09-02T16:19:00Z)"
"2019-03-17T13:47:36.562Z","WrappedArray(1, 1, 1, 1, 1, 1, 1, 1)","WrappedArray(37)","WrappedArray(ADT)","WrappedArray(CONFIRMED, CONFIRMED, CONFIRMED, CONFIRMED, CONFIRMED, CONFIRMED, CONFIRMED, CONFIRMED)","WrappedArray(KL, KL, KL, DL, KL, KL, DL, DL)","WrappedArray(AMS, VIE, AMS, ATL, AMS, DXB, HSV, ATL)","WrappedArray(ATL, AMS, DXB, HSV, VIE, AMS, ATL, AMS)","WrappedArray(2019-03-29T09:35:00Z, 2019-03-17T12:15:00Z, 2019-03-17T17:10:00Z, 2019-03-29T16:35:00Z, 2019-03-14T09:45:00Z, 2019-03-29T01:55:00Z, 2019-03-13T14:40:00Z, 2019-03-13T18:43:00Z)","WrappedArray(2019-03-29T14:15:00Z, 2019-03-17T14:10:00Z, 2019-03-18T02:55:00Z, 2019-03-29T16:30:00Z, 2019-03-14T11:30:00Z, 2019-03-29T06:20:00Z, 2019-03-13T16:42:00Z, 2019-03-14T08:30:00Z)"
"2019-03-17T13:47:36.64Z","WrappedArray(2, 2, 2)","WrappedArray(44, 19)","WrappedArray(ADT, ADT)","WrappedArray(UNACCEPTED, CONFIRMED, CONFIRMED)","WrappedArray(KL, KL, KL)","WrappedArray(AMS, AMS, DXB)","WrappedArray(DXB, DXB, AMS)","WrappedArray(2019-03-17T14:35:00Z, 2019-03-17T17:10:00Z, 2019-03-24T01:55:00Z)","WrappedArray(2019-03-18T00:05:00Z, 2019-03-18T02:55:00Z, 2019-03-24T06:20:00Z)"
"2019-03-17T13:47:36.863Z","WrappedArray(1, 1)","WrappedArray(null)","WrappedArray(ADT)","WrappedArray(CONFIRMED, CONFIRMED)","WrappedArray(AF, XK)","WrappedArray(BIA, ORY)","WrappedArray(ORY, BIA)","WrappedArray(2019-06-02T13:05:00Z, 2019-06-07T21:25:00Z)","WrappedArray(2019-06-02T14:45:00Z, 2019-06-07T23:00:00Z)"
"2019-03-17T13:47:37.018Z","WrappedArray(2, 2, 2, 2, 2)","WrappedArray(62, 70)","WrappedArray(ADT, ADT)","WrappedArray(CONFIRMED, CONFIRMED, CONFIRMED, CONFIRMED, CONFIRMED)","WrappedArray(DL, LH, AF, LH, DL)","WrappedArray(MSP, DFW, BCN, FRA, CDG)","WrappedArray(DFW, FRA, CDG, BCN, MSP)","WrappedArray(2019-09-14T14:30:00Z, 2019-08-09T16:00:00Z, 2019-09-13T20:25:00Z, 2019-08-10T14:00:00Z, 2019-09-14T10:15:00Z)","WrappedArray(2019-09-14T17:10:00Z, 2019-08-10T08:50:00Z, 2019-09-13T22:20:00Z, 2019-08-10T16:00:00Z, 2019-09-14T12:25:00Z)"
"2019-03-17T13:47:37.136Z","WrappedArray(1)","WrappedArray(null)","WrappedArray(ADT)","WrappedArray(SEAT_AVAILABLE)","WrappedArray(AF)","WrappedArray(FCO)","WrappedArray(CDG)","WrappedArray(2019-03-18T13:05:00Z)","WrappedArray(2019-03-18T15:20:00Z)"
"2019-03-17T13:47:37.237Z","WrappedArray(1)","WrappedArray(null)","WrappedArray(ADT)","WrappedArray(CONFIRMED)","WrappedArray(KQ)","WrappedArray(NBO)","WrappedArray(MBA)","WrappedArray(2019-03-25T10:00:00Z)","WrappedArray(2019-03-25T11:00:00Z)"
"2019-03-17T13:47:37.33Z","WrappedArray(2, 2)","WrappedArray(null, null)","WrappedArray(ADT, CHD)","WrappedArray(CONFIRMED, CONFIRMED)","WrappedArray(AF, AF)","WrappedArray(PGF, ORY)","WrappedArray(ORY, PGF)","WrappedArray(2019-04-25T13:50:00Z, 2019-04-20T17:15:00Z)","WrappedArray(2019-04-25T15:20:00Z, 2019-04-20T18:35:00Z)"
"2019-03-17T13:47:37.396Z","WrappedArray(2, 2)","WrappedArray(null, null)","WrappedArray(ADT, ADT)","WrappedArray(CONFIRMED, CONFIRMED)","WrappedArray(KL, KL)","WrappedArray(EZE, AMS)","WrappedArray(AMS, EZE)","WrappedArray(2019-04-08T15:35:00Z, 2019-03-27T20:55:00Z)","WrappedArray(2019-04-09T09:55:00Z, 2019-03-28T06:45:00Z)"
"2019-03-17T13:47:37.499Z","WrappedArray(1, 1, 1, 1, 1)","WrappedArray(40)","WrappedArray(ADT)","WrappedArray(CONFIRMED, UNACCEPTED, CONFIRMED, CONFIRMED, CONFIRMED)","WrappedArray(CZ, KL, KL, KL, KL)","WrappedArray(AMS, AMS, BRU, AMS, PEK)","WrappedArray(PEK, PEK, AMS, BRU, AMS)","WrappedArray(2019-03-18T14:10:00Z, 2019-03-17T17:30:00Z, 2019-03-17T14:45:00Z, 2019-03-29T16:50:00Z, 2019-03-29T11:55:00Z)","WrappedArray(2019-03-19T06:55:00Z, 2019-03-18T09:55:00Z, 2019-03-17T15:35:00Z, 2019-03-29T17:30:00Z, 2019-03-29T15:30:00Z)"
"2019-03-17T13:47:37.968Z","WrappedArray(3, 3)","WrappedArray(null, null, null)","WrappedArray(ADT, ADT, ADT)","WrappedArray(CONFIRMED, CONFIRMED)","WrappedArray(AF, AF)","WrappedArray(TLS, ORY)","WrappedArray(ORY, TLS)","WrappedArray(2019-05-10T10:20:00Z, 2019-05-12T17:45:00Z)","WrappedArray(2019-05-10T11:40:00Z, 2019-05-12T19:00:00Z)"
"2019-03-17T13:47:38.004Z","WrappedArray(5, 5)","WrappedArray(null, null, null, null, null)","WrappedArray(ADT, ADT, ADT, ADT, ADT)","WrappedArray(CONFIRMED, CONFIRMED)","WrappedArray(KL, KL)","WrappedArray(DPS, AMS)","WrappedArray(AMS, DPS)","WrappedArray(2019-10-07T20:35:00Z, 2019-09-23T21:00:00Z)","WrappedArray(2019-10-08T07:35:00Z, 2019-09-24T19:25:00Z)"
"2019-03-17T13:47:38.303Z","WrappedArray(2, 2)","WrappedArray(62, 62)","WrappedArray(ADT, ADT)","WrappedArray(CONFIRMED, CONFIRMED)","WrappedArray(AF, AF)","WrappedArray(ORY, FDF)","WrappedArray(BES, ORY)","WrappedArray(2019-11-07T13:00:00Z, 2019-11-06T19:10:00Z)","WrappedArray(2019-11-07T14:10:00Z, 2019-11-07T08:25:00Z)"
"2019-03-17T13:47:38.383Z","WrappedArray(2, 2, 2, 2)","WrappedArray(52, 18)","WrappedArray(ADT, ADT)","WrappedArray(CONFIRMED, CONFIRMED, CONFIRMED, CONFIRMED)","WrappedArray(AF, AF, AF, AF)","WrappedArray(CDG, SCL, CDG, LYS)","WrappedArray(LYS, CDG, SCL, CDG)","WrappedArray(2019-04-26T14:05:00Z, 2019-04-25T15:55:00Z, 2019-04-15T23:40:00Z, 2019-04-15T18:50:00Z)","WrappedArray(2019-04-26T15:15:00Z, 2019-04-26T10:50:00Z, 2019-04-16T09:15:00Z, 2019-04-15T20:00:00Z)"
"2019-03-17T13:47:38.558Z","WrappedArray(2, 2, 2, 2)","WrappedArray(null, 51)","WrappedArray(ADT, ADT)","WrappedArray(CONFIRMED, CONFIRMED, CONFIRMED, CONFIRMED)","WrappedArray(AF, AF, AF, AF)","WrappedArray(BCN, CDG, CDG, HND)","WrappedArray(CDG, HND, BCN, CDG)","WrappedArray(2019-03-17T19:30:00Z, 2019-03-17T23:20:00Z, 2019-03-13T06:55:00Z, 2019-03-12T23:50:00Z)","WrappedArray(2019-03-17T21:30:00Z, 2019-03-18T19:25:00Z, 2019-03-13T08:40:00Z, 2019-03-13T04:50:00Z)"
"2019-03-17T13:47:38.715Z","WrappedArray(1, 1, 1, 1)","WrappedArray(55)","WrappedArray(ADT)","WrappedArray(CONFIRMED, CONFIRMED, CONFIRMED, CONFIRMED)","WrappedArray(KL, KL, KL, KL)","WrappedArray(GVA, AMS, AMS, MAN)","WrappedArray(AMS, MAN, GVA, AMS)","WrappedArray(2019-03-20T17:30:00Z, 2019-03-20T21:45:00Z, 2019-03-19T21:10:00Z, 2019-03-18T13:40:00Z)","WrappedArray(2019-03-20T19:15:00Z, 2019-03-20T22:00:00Z, 2019-03-19T22:40:00Z, 2019-03-18T16:00:00Z)"
"2019-03-17T13:47:38.889Z","WrappedArray(1, 1)","WrappedArray(null)","WrappedArray(ADT)","WrappedArray(CONFIRMED, CONFIRMED)","WrappedArray(A5, A5)","WrappedArray(URO, BIA)","WrappedArray(BIA, URO)","WrappedArray(2019-05-25T12:20:00Z, 2019-06-01T14:50:00Z)","WrappedArray(2019-05-25T14:10:00Z, 2019-06-01T16:40:00Z)"
"2019-03-17T13:47:38.891Z","WrappedArray(2, 2, 2, 2, 2, 2)","WrappedArray(28, 27)","WrappedArray(ADT, ADT)","WrappedArray(CONFIRMED, CONFIRMED, CONFIRMED, CONFIRMED, CONFIRMED, CONFIRMED)","WrappedArray(AF, G3, G3, AF, KL, KL)","WrappedArray(CDG, VIX, GRU, GRU, FCO, AMS)","WrappedArray(TRN, GRU, VIX, CDG, AMS, GRU)","WrappedArray(2019-03-23T12:50:00Z, 2019-03-22T11:00:00Z, 2019-04-08T20:55:00Z, 2019-03-22T16:35:00Z, 2019-04-07T12:40:00Z, 2019-04-08T10:10:00Z)","WrappedArray(2019-03-23T14:30:00Z, 2019-03-22T12:35:00Z, 2019-04-08T22:20:00Z, 2019-03-23T08:05:00Z, 2019-04-07T15:10:00Z, 2019-04-08T17:10:00Z)"
"2019-03-17T13:47:39.119Z","WrappedArray(1, 1)","WrappedArray(null)","WrappedArray(ADT)","WrappedArray(CONFIRMED, CONFIRMED)","WrappedArray(AF, AF)","WrappedArray(BUD, CDG)","WrappedArray(CDG, BUD)","WrappedArray(2019-04-20T12:10:00Z, 2019-04-17T16:45:00Z)","WrappedArray(2019-04-20T14:30:00Z, 2019-04-17T18:55:00Z)"
"2019-03-17T13:47:39.15Z","WrappedArray(1)","WrappedArray(null)","WrappedArray(ADT)","WrappedArray(SEAT_AVAILABLE)","WrappedArray(AF)","WrappedArray(TXL)","WrappedArray(CDG)","WrappedArray(2019-03-17T18:05:00Z)","WrappedArray(2019-03-17T19:55:00Z)"
"2019-03-17T13:47:39.165Z","WrappedArray(1, 1)","WrappedArray(null)","WrappedArray(ADT)","WrappedArray(CONFIRMED, CONFIRMED)","WrappedArray(KL, KL)","WrappedArray(VIE, AMS)","WrappedArray(AMS, VIE)","WrappedArray(2019-04-13T19:55:00Z, 2019-04-10T06:50:00Z)","WrappedArray(2019-04-13T21:45:00Z, 2019-04-10T08:40:00Z)"
"2019-03-17T13:47:39.466Z","WrappedArray(1, 1)","WrappedArray(null)","WrappedArray(ADT)","WrappedArray(CONFIRMED, CONFIRMED)","WrappedArray(KL, KL)","WrappedArray(TXL, AMS)","WrappedArray(AMS, TXL)","WrappedArray(2019-07-29T12:15:00Z, 2019-07-23T20:45:00Z)","WrappedArray(2019-07-29T13:35:00Z, 2019-07-23T22:00:00Z)"
"2019-03-17T13:47:39.726Z","WrappedArray(2)","WrappedArray(null, null)","WrappedArray(ADT, ADT)","WrappedArray(CONFIRMED)","WrappedArray(KL)","WrappedArray(LHR)","WrappedArray(AMS)","WrappedArray(2019-06-15T08:40:00Z)","WrappedArray(2019-06-15T11:00:00Z)"
"2019-03-17T13:47:39.725Z","WrappedArray(1, 1, 1, 1)","WrappedArray(38)","WrappedArray(ADT)","WrappedArray(CONFIRMED, CONFIRMED, CONFIRMED, CONFIRMED)","WrappedArray(KL, KL, KL, KL)","WrappedArray(KUL, AMS, AMS, MPL)","WrappedArray(AMS, MRS, KUL, AMS)","WrappedArray(2019-03-17T23:50:00Z, 2019-03-18T09:30:00Z, 2019-03-22T20:50:00Z, 2019-03-22T15:40:00Z)","WrappedArray(2019-03-18T05:55:00Z, 2019-03-18T11:35:00Z, 2019-03-23T15:50:00Z, 2019-03-22T17:45:00Z)"
"2019-03-17T13:47:39.731Z","WrappedArray(1)","WrappedArray(null)","WrappedArray(ADT)","WrappedArray(CONFIRMED)","WrappedArray(A5)","WrappedArray(MRS)","WrappedArray(CFR)","WrappedArray(2019-03-21T10:05:00Z)","WrappedArray(2019-03-21T11:40:00Z)"
"2019-03-17T13:47:39.974Z","WrappedArray(1, 1)","WrappedArray(null)","WrappedArray(ADT)","WrappedArray(CONFIRMED, CONFIRMED)","WrappedArray(AF, AF)","WrappedArray(CDG, LIS)","WrappedArray(LIS, CDG)","WrappedArray(2019-05-17T16:10:00Z, 2019-05-19T18:40:00Z)","WrappedArray(2019-05-17T17:45:00Z, 2019-05-19T22:10:00Z)"
"2019-03-17T13:47:39.984Z","WrappedArray(1, 1, 1, 1, 1, 1)","WrappedArray(38)","WrappedArray(ADT)","WrappedArray(CONFIRMED, CONFIRMED, CONFIRMED, CONFIRMED, CONFIRMED, CANCELLED)","WrappedArray(DL, DL, DL, KL, DL, DL)","WrappedArray(JNB, MCO, ATL, AMS, JFK, ATL)","WrappedArray(ATL, LGA, MCO, JNB, AMS, MCO)","WrappedArray(2019-03-16T20:25:00Z, 2019-03-23T10:50:00Z, 2019-03-17T11:55:00Z, 2019-03-29T10:15:00Z, 2019-03-28T20:11:00Z, 2019-03-17T08:55:00Z)","WrappedArray(2019-03-17T07:15:00Z, 2019-03-23T13:24:00Z, 2019-03-17T13:23:00Z, 2019-03-29T22:05:00Z, 2019-03-29T09:00:00Z, 2019-03-17T10:26:00Z)"
"2019-03-17T13:47:40.317Z","WrappedArray(1, 1)","WrappedArray(34)","WrappedArray(ADT)","WrappedArray(CONFIRMED, CONFIRMED)","WrappedArray(AF, AF)","WrappedArray(ABJ, CDG)","WrappedArray(CDG, ABJ)","WrappedArray(2019-08-02T22:30:00Z, 2019-07-15T19:05:00Z)","WrappedArray(2019-08-03T06:55:00Z, 2019-07-15T23:20:00Z)"
"2019-03-17T13:47:40.395Z","WrappedArray(1, 1, 1, 1, 1)","WrappedArray(45)","WrappedArray(ADT)","WrappedArray(CONFIRMED, CONFIRMED, CONFIRMED, CONFIRMED, CONFIRMED)","WrappedArray(DL, DL, KL, DL, KL)","WrappedArray(JFK, LGA, MAN, RDU, AMS)","WrappedArray(MAN, CLT, AMS, JFK, JFK)","WrappedArray(2019-03-22T20:30:00Z, 2019-03-20T17:00:00Z, 2019-03-18T13:40:00Z, 2019-03-22T15:50:00Z, 2019-03-18T17:15:00Z)","WrappedArray(2019-03-23T06:55:00Z, 2019-03-20T19:16:00Z, 2019-03-18T16:00:00Z, 2019-03-22T17:36:00Z, 2019-03-18T20:30:00Z)"
"2019-03-17T13:47:40.477Z","WrappedArray(2, 2)","WrappedArray(null, null)","WrappedArray(ADT, CHD)","WrappedArray(CONFIRMED, CONFIRMED)","WrappedArray(A5, A5)","WrappedArray(TLS, RNS)","WrappedArray(RNS, TLS)","WrappedArray(2019-04-23T17:15:00Z, 2019-04-30T15:30:00Z)","WrappedArray(2019-04-23T18:30:00Z, 2019-04-30T16:40:00Z)"
"2019-03-17T13:47:40.553Z","WrappedArray(1, 1, 1, 1)","WrappedArray(24)","WrappedArray(ADT)","WrappedArray(CONFIRMED, CONFIRMED, CONFIRMED, CONFIRMED)","WrappedArray(KL, KE, KL, KL)","WrappedArray(AMS, AMS, ICN, DUS)","WrappedArray(DUS, ICN, AMS, AMS)","WrappedArray(2019-03-10T06:50:00Z, 2019-03-17T21:20:00Z, 2019-03-10T00:55:00Z, 2019-03-17T18:40:00Z)","WrappedArray(2019-03-10T07:40:00Z, 2019-03-18T16:00:00Z, 2019-03-10T04:30:00Z, 2019-03-17T19:35:00Z)"
"2019-03-17T13:47:40.602Z","WrappedArray(2, 2, 2, 2, 2, 2)","WrappedArray(28, 27)","WrappedArray(ADT, ADT)","WrappedArray(CONFIRMED, CONFIRMED, CONFIRMED, CONFIRMED, CONFIRMED, CONFIRMED)","WrappedArray(AF, G3, AF, KL, G3, KL)","WrappedArray(CDG, GRU, GRU, FCO, VIX, AMS)","WrappedArray(TRN, VIX, CDG, AMS, GRU, GRU)","WrappedArray(2019-03-23T12:50:00Z, 2019-04-08T20:55:00Z, 2019-03-22T16:35:00Z, 2019-04-07T12:40:00Z, 2019-03-22T11:00:00Z, 2019-04-08T10:10:00Z)","WrappedArray(2019-03-23T14:30:00Z, 2019-04-08T22:20:00Z, 2019-03-23T08:05:00Z, 2019-04-07T15:10:00Z, 2019-03-22T12:35:00Z, 2019-04-08T17:10:00Z)"
"2019-03-17T13:47:40.754Z","WrappedArray(2, 2)","WrappedArray(69, 43)","WrappedArray(ADT, ADT)","WrappedArray(CONFIRMED, CONFIRMED)","WrappedArray(AF, AF)","WrappedArray(JFK, CDG)","WrappedArray(CDG, JFK)","WrappedArray(2019-03-28T19:40:00Z, 2019-03-18T13:20:00Z)","WrappedArray(2019-03-29T08:00:00Z, 2019-03-18T16:55:00Z)"
"2019-03-17T13:47:40.893Z","WrappedArray(2, 2)","WrappedArray(null, null)","WrappedArray(ADT, ADT)","WrappedArray(CONFIRMED, CONFIRMED)","WrappedArray(AF, AF)","WrappedArray(MUC, CDG)","WrappedArray(CDG, MUC)","WrappedArray(2019-05-13T20:35:00Z, 2019-05-09T07:10:00Z)","WrappedArray(2019-05-13T22:15:00Z, 2019-05-09T08:40:00Z)"
"2019-03-17T13:47:41.062Z","WrappedArray(3, 3, 3)","WrappedArray(50, 16, 53)","WrappedArray(ADT, ADT, ADT)","WrappedArray(CONFIRMED, CONFIRMED, CONFIRMED)","WrappedArray(DL, AF, AF)","WrappedArray(JFK, NCE, ORY)","WrappedArray(NCE, ORY, JFK)","WrappedArray(2019-08-03T20:15:00Z, 2019-07-14T10:40:00Z, 2019-07-14T14:15:00Z)","WrappedArray(2019-08-04T10:25:00Z, 2019-07-14T12:10:00Z, 2019-07-14T16:40:00Z)"
"2019-03-17T13:47:41.091Z","WrappedArray(1, 1, 1, 1)","WrappedArray(28)","WrappedArray(ADT)","WrappedArray(CONFIRMED, CONFIRMED, CONFIRMED, CONFIRMED)","WrappedArray(AF, AF, AF, AF)","WrappedArray(ARN, YUL, CDG, CDG)","WrappedArray(CDG, CDG, ARN, YUL)","WrappedArray(2019-03-14T12:40:00Z, 2019-03-10T19:10:00Z, 2019-03-11T09:15:00Z, 2019-03-17T18:15:00Z)","WrappedArray(2019-03-14T15:20:00Z, 2019-03-11T07:10:00Z, 2019-03-11T11:50:00Z, 2019-03-17T21:05:00Z)"
"2019-03-17T13:47:41.122Z","WrappedArray(1, 1, 1, 1, 1, 1)","WrappedArray(45)","WrappedArray(ADT)","WrappedArray(UNACCEPTED, UNACCEPTED, CONFIRMED, CONFIRMED, CONFIRMED, CONFIRMED)","WrappedArray(AF, AF, AF, AF, AF, AF)","WrappedArray(CDG, ICN, CDG, CPH, ICN, CDG)","WrappedArray(CPH, CDG, CPH, CDG, CDG, ICN)","WrappedArray(2019-06-12T21:00:00Z, 2019-06-12T14:40:00Z, 2019-06-13T21:00:00Z, 2019-03-26T09:55:00Z, 2019-06-13T14:35:00Z, 2019-03-26T13:10:00Z)","WrappedArray(2019-06-12T22:55:00Z, 2019-06-12T19:35:00Z, 2019-06-13T22:55:00Z, 2019-03-26T11:55:00Z, 2019-06-13T19:35:00Z, 2019-03-27T08:10:00Z)"
"2019-03-17T13:47:41.3Z","WrappedArray(2, 2, 2, 2, 2, 2)","WrappedArray(28, 27)","WrappedArray(ADT, ADT)","WrappedArray(CONFIRMED, CONFIRMED, CONFIRMED, CONFIRMED, CONFIRMED, CONFIRMED)","WrappedArray(KL, G3, AF, AF, KL, G3)","WrappedArray(AMS, GRU, CDG, GRU, FCO, VIX)","WrappedArray(GRU, VIX, TRN, CDG, AMS, GRU)","WrappedArray(2019-04-08T10:10:00Z, 2019-04-08T20:55:00Z, 2019-03-23T12:50:00Z, 2019-03-22T16:35:00Z, 2019-04-07T12:40:00Z, 2019-03-22T11:00:00Z)","WrappedArray(2019-04-08T17:10:00Z, 2019-04-08T22:20:00Z, 2019-03-23T14:30:00Z, 2019-03-23T08:05:00Z, 2019-04-07T15:10:00Z, 2019-03-22T12:35:00Z)"
"2019-03-17T13:47:41.64Z","WrappedArray(2, 2, 2, 2)","WrappedArray(-15, 72)","WrappedArray(ADT, ADT)","WrappedArray(CONFIRMED, CONFIRMED, CONFIRMED, CONFIRMED)","WrappedArray(ME, AF, AF, ME)","WrappedArray(CDG, CDG, JFK, BEY)","WrappedArray(BEY, JFK, CDG, CDG)","WrappedArray(2019-07-08T10:00:00Z, 2019-07-20T08:00:00Z, 2019-07-07T19:00:00Z, 2019-07-20T02:05:00Z)","WrappedArray(2019-07-08T15:15:00Z, 2019-07-20T10:15:00Z, 2019-07-08T08:20:00Z, 2019-07-20T05:45:00Z)"
"2019-03-17T13:47:41.692Z","WrappedArray(2, 2)","WrappedArray(null, null)","WrappedArray(ADT, CHD)","WrappedArray(CONFIRMED, CONFIRMED)","WrappedArray(A5, A5)","WrappedArray(TLS, RNS)","WrappedArray(RNS, TLS)","WrappedArray(2019-04-23T17:15:00Z, 2019-04-30T15:30:00Z)","WrappedArray(2019-04-23T18:30:00Z, 2019-04-30T16:40:00Z)"
"2019-03-17T13:47:41.264Z","WrappedArray(28, 28)","WrappedArray(70, 26, 73, 60, 46, 64, 62, 66, 57, 69, 49, 27, 73, 76, 64, 73, 67, 72, 72, 61, 67, 67, 44, 65, 27, 60, 64, 68)","WrappedArray(ADT, ADT, ADT, ADT, ADT, ADT, ADT, ADT, ADT, ADT, ADT, ADT, ADT, ADT, ADT, ADT, ADT, ADT, ADT, ADT, ADT, ADT, ADT, ADT, ADT, ADT, ADT, ADT)","WrappedArray(CONFIRMED, CONFIRMED)","WrappedArray(KL, KL)","WrappedArray(SFO, AMS)","WrappedArray(AMS, LAX)","WrappedArray(2019-04-03T13:55:00Z, 2019-03-18T09:55:00Z)","WrappedArray(2019-04-04T09:15:00Z, 2019-03-18T12:55:00Z)"
"2019-03-17T13:47:41.654Z","WrappedArray(3, 3, 3, 3, 3, 3)","WrappedArray(31, 2, 42)","WrappedArray(ADT, CHD, ADT)","WrappedArray(CONFIRMED, CONFIRMED, CONFIRMED, CONFIRMED, CONFIRMED, CONFIRMED)","WrappedArray(AF, AF, AF, AF, G3, G3)","WrappedArray(CDG, OPO, CDG, GIG, FLN, GIG)","WrappedArray(OPO, CDG, GIG, CDG, GIG, FLN)","WrappedArray(2019-03-28T14:10:00Z, 2019-04-25T15:50:00Z, 2019-04-25T23:30:00Z, 2019-03-27T21:05:00Z, 2019-03-27T14:50:00Z, 2019-04-26T07:40:00Z)","WrappedArray(2019-03-28T15:25:00Z, 2019-04-25T19:05:00Z, 2019-04-26T05:50:00Z, 2019-03-28T12:20:00Z, 2019-03-27T16:20:00Z, 2019-04-26T09:20:00Z)"
"2019-03-17T13:47:41.815Z","WrappedArray(2, 2, 2)","WrappedArray(60, 55)","WrappedArray(ADT, ADT)","WrappedArray(CONFIRMED, CONFIRMED, CONFIRMED)","WrappedArray(DL, KL, KL)","WrappedArray(IAH, AMS, LOS)","WrappedArray(LOS, IAH, AMS)","WrappedArray(2019-03-17T19:56:00Z, 2019-04-03T09:50:00Z, 2019-04-02T21:45:00Z)","WrappedArray(2019-03-18T15:35:00Z, 2019-04-03T13:05:00Z, 2019-04-03T05:45:00Z)"
"2019-03-17T13:47:42.224Z","WrappedArray(1)","WrappedArray(35)","WrappedArray(ADT)","WrappedArray(CONFIRMED)","WrappedArray(TO)","WrappedArray(ORY)","WrappedArray(TNG)","WrappedArray(2019-03-24T06:35:00Z)","WrappedArray(2019-03-24T09:20:00Z)"
"2019-03-17T13:47:42.419Z","WrappedArray(1, 1, 1, 1, 1)","WrappedArray(26)","WrappedArray(ADT)","WrappedArray(CONFIRMED, CONFIRMED, CONFIRMED, CONFIRMED, CONFIRMED)","WrappedArray(AF, AF, DL, KL, DL)","WrappedArray(DEL, CDG, ATL, AMS, MIA)","WrappedArray(CDG, MIA, AMS, DEL, ATL)","WrappedArray(2019-06-25T00:10:00Z, 2019-06-25T13:40:00Z, 2019-09-02T17:27:00Z, 2019-09-03T14:25:00Z, 2019-09-02T14:19:00Z)","WrappedArray(2019-06-25T06:00:00Z, 2019-06-25T17:10:00Z, 2019-09-03T08:05:00Z, 2019-09-04T01:45:00Z, 2019-09-02T16:19:00Z)"
"2019-03-17T13:47:42.603Z","WrappedArray(1, 1, 1, 1, 1)","WrappedArray(63)","WrappedArray(ADT)","WrappedArray(CONFIRMED, CONFIRMED, CONFIRMED, CONFIRMED, CONFIRMED)","WrappedArray(AF, AF, AF, AF, AF)","WrappedArray(JFK, CDG, CDG, CDG, NSI)","WrappedArray(CDG, NSI, NSI, JFK, CDG)","WrappedArray(2019-03-16T17:35:00Z, 2019-03-17T13:00:00Z, 2019-03-18T14:00:00Z, 2019-01-29T08:15:00Z, 2019-01-28T23:45:00Z)","WrappedArray(2019-03-17T05:50:00Z, 2019-03-17T19:30:00Z, 2019-03-18T20:30:00Z, 2019-01-29T10:40:00Z, 2019-01-29T06:30:00Z)"
"2019-03-17T13:47:42.765Z","WrappedArray(2, 2)","WrappedArray(null, null)","WrappedArray(ADT, ADT)","WrappedArray(CONFIRMED, CONFIRMED)","WrappedArray(AF, AF)","WrappedArray(ORY, BOD)","WrappedArray(BOD, ORY)","WrappedArray(2019-05-15T16:50:00Z, 2019-04-16T08:10:00Z)","WrappedArray(2019-05-15T18:00:00Z, 2019-04-16T09:25:00Z)"
