"nbPassengers0","nbPassengers1","bookingStatus0","bookingStatus1","operatingAirline0","operatingAirline1","originAirport0","originAirport1","departureDate0","departureDate1","arrivalDate0","arrivalDate1","destinationAirport0","destinationAirport1"
1,1,"CONFIRMED","CONFIRMED","KL","KL","AMS","AMS","2019-05-09T20:50:00Z","2019-06-17T08:55:00Z","2019-05-10T14:50:00Z","2019-06-17T09:40:00Z","KUL","BRU"
2,2,"CONFIRMED","CONFIRMED","KL","KL","AMS","AMS","2019-03-17T17:10:00Z","2019-04-05T14:30:00Z","2019-03-18T02:55:00Z","2019-04-05T17:55:00Z","DXB","MEX"
1,1,"CONFIRMED","CONFIRMED","AF","AF","HAV","CDG","2019-06-04T22:55:00Z","2019-04-30T16:40:00Z","2019-06-05T14:05:00Z","2019-04-30T20:35:00Z","CDG","HAV"
3,3,"CONFIRMED","CONFIRMED","KL","KL","IAH","AMS","2019-03-17T16:35:00Z","2019-03-24T10:05:00Z","2019-03-18T07:50:00Z","2019-03-24T14:40:00Z","AMS","IAH"
1,1,"CONFIRMED","CONFIRMED","A5","A5","BOD","LYS","2019-03-28T14:15:00Z","2019-03-21T20:25:00Z","2019-03-28T15:25:00Z","2019-03-21T21:30:00Z","LYS","BOD"
1,1,"CONFIRMED","CONFIRMED","KQ","EK","NBO","HRE","2019-03-14T07:40:00Z","2019-03-17T18:25:00Z","2019-03-14T11:25:00Z","2019-03-17T19:30:00Z","HRE","LUN"
1,1,"CONFIRMED","CONFIRMED","MU","KL","AMS","PVG","2019-05-10T12:40:00Z","2019-02-16T00:15:00Z","2019-05-11T05:45:00Z","2019-02-16T05:20:00Z","PVG","AMS"
1,1,"CONFIRMED","CONFIRMED","KL","KL","NBO","BOD","2019-05-10T23:40:00Z","2019-03-18T12:30:00Z","2019-05-11T06:55:00Z","2019-03-18T14:20:00Z","AMS","AMS"
1,1,"CONFIRMED","CONFIRMED","AF","AF","CDG","HND","2019-03-23T23:20:00Z","2019-03-18T23:50:00Z","2019-03-24T19:25:00Z","2019-03-19T04:50:00Z","HND","CDG"
2,2,"CONFIRMED","CONFIRMED","AF","AF","EZE","CDG","2020-02-22T14:35:00Z","2020-02-07T23:40:00Z","2020-02-23T07:50:00Z","2020-02-08T09:10:00Z","CDG","SCL"
1,1,"CONFIRMED","CONFIRMED","AF","AF","CDG","TLV","2019-03-09T17:55:00Z","2019-03-17T18:10:00Z","2019-03-09T23:25:00Z","2019-03-17T22:20:00Z","TLV","CDG"
4,4,"CONFIRMED","CONFIRMED","KL","CZ","AMS","XMN","2019-03-17T16:45:00Z","2019-03-18T14:30:00Z","2019-03-18T10:50:00Z","2019-03-18T16:10:00Z","XMN","CAN"
1,1,"CONFIRMED","CONFIRMED","AF","KK","IST","CDG","2019-05-23T04:15:00Z","2019-06-13T14:45:00Z","2019-05-23T06:55:00Z","2019-06-13T19:20:00Z","CDG","IST"
1,1,"CONFIRMED","CONFIRMED","AF","AF","ORY","MPL","2019-03-13T08:50:00Z","2019-03-17T16:00:00Z","2019-03-13T10:05:00Z","2019-03-17T17:20:00Z","MPL","ORY"
1,1,"CONFIRMED","CONFIRMED","KL","KL","AMS","HAM","2019-03-17T16:45:00Z","2019-03-22T14:45:00Z","2019-03-17T17:50:00Z","2019-03-22T15:50:00Z","HAM","AMS"
2,2,"CONFIRMED","CONFIRMED","AF","AF","CDG","HND","2019-05-17T21:00:00Z","2019-05-17T14:20:00Z","2019-05-17T21:45:00Z","2019-05-17T19:45:00Z","EDI","CDG"
1,"","SEAT_AVAILABLE","","AF","","BCN","","2019-03-17T19:30:00Z","","2019-03-17T21:30:00Z","","CDG",""
1,1,"CONFIRMED","CONFIRMED","DL","DL","BIS","MSP","2019-03-17T10:46:00Z","2019-03-17T16:50:00Z","2019-03-17T12:15:00Z","2019-03-18T07:10:00Z","MSP","CDG"
2,2,"CONFIRMED","CONFIRMED","AF","AF","MPL","JFK","2019-04-27T06:00:00Z","2019-05-05T19:35:00Z","2019-04-27T07:30:00Z","2019-05-06T09:10:00Z","CDG","ORY"
1,"","CONFIRMED","","A5","","MRS","","2019-03-21T10:05:00Z","","2019-03-21T11:40:00Z","","CFR",""
1,1,"CONFIRMED","CONFIRMED","DL","DL","AMS","DTW","2019-03-22T10:30:00Z","2019-03-22T15:21:00Z","2019-03-22T13:59:00Z","2019-03-22T17:08:00Z","DTW","GSP"
2,2,"CONFIRMED","CONFIRMED","AF","AF","MAD","RNS","2019-10-06T17:40:00Z","2019-10-03T18:35:00Z","2019-10-06T19:45:00Z","2019-10-03T19:40:00Z","CDG","CDG"
1,1,"CONFIRMED","CONFIRMED","LH","DL","ARN","JFK","2019-03-22T13:50:00Z","2019-03-17T17:12:00Z","2019-03-22T15:55:00Z","2019-03-18T05:55:00Z","FRA","AMS"
1,1,"CONFIRMED","CONFIRMED","KL","KL","AMS","CDG","2019-03-23T21:25:00Z","2019-03-23T18:40:00Z","2019-03-23T23:25:00Z","2019-03-23T20:00:00Z","WAW","AMS"
1,"","CONFIRMED","","KL","","EZE","","2019-03-18T08:55:00Z","","2019-03-18T11:05:00Z","","SCL",""
1,1,"CONFIRMED","CONFIRMED","AF","AF","PVG","CDG","2019-03-18T00:10:00Z","2019-03-22T23:25:00Z","2019-03-18T05:55:00Z","2019-03-23T17:45:00Z","CDG","PVG"
3,3,"CONFIRMED","CONFIRMED","UX","AF","AGP","CDG","2019-07-18T09:20:00Z","2019-07-18T20:50:00Z","2019-07-18T12:00:00Z","2019-07-19T00:55:00Z","CDG","KBP"
1,1,"CONFIRMED","CONFIRMED","AF","AF","CDG","TLV","2019-03-09T17:55:00Z","2019-03-17T18:10:00Z","2019-03-09T23:25:00Z","2019-03-17T22:20:00Z","TLV","CDG"
2,"","CONFIRMED","","AF","","ARN","","2019-04-14T13:35:00Z","","2019-04-14T16:15:00Z","","CDG",""
3,3,"CONFIRMED","CONFIRMED","AF","AF","CDG","BOM","2019-07-14T10:35:00Z","2019-07-14T01:55:00Z","2019-07-14T14:05:00Z","2019-07-14T08:05:00Z","ATL","CDG"
1,1,"CONFIRMED","CONFIRMED","KL","KL","AMS","AMS","2019-03-17T17:30:00Z","2019-03-22T20:35:00Z","2019-03-18T09:55:00Z","2019-03-22T22:25:00Z","PEK","TLS"
2,2,"CONFIRMED","CONFIRMED","AF","AF","HND","LYS","2019-11-30T13:45:00Z","2019-11-16T11:00:00Z","2019-11-30T18:35:00Z","2019-11-16T12:10:00Z","CDG","CDG"
2,2,"CONFIRMED","CONFIRMED","KL","KL","AMS","DXB","2019-03-17T17:10:00Z","2019-03-23T01:55:00Z","2019-03-18T02:55:00Z","2019-03-23T06:20:00Z","DXB","AMS"
1,1,"CONFIRMED","CONFIRMED","AF","AF","PVG","CDG","2019-03-18T00:10:00Z","2019-03-22T23:25:00Z","2019-03-18T05:55:00Z","2019-03-23T17:45:00Z","CDG","PVG"
1,1,"CONFIRMED","CONFIRMED","A5","A5","SXB","MRS","2019-03-20T14:40:00Z","2019-03-30T12:35:00Z","2019-03-20T15:55:00Z","2019-03-30T13:55:00Z","MRS","SXB"
2,"","CONFIRMED","","AF","","FLR","","2019-04-24T20:25:00Z","","2019-04-24T22:15:00Z","","CDG",""
1,1,"CONFIRMED","CONFIRMED","KL","KL","GLA","AMS","2019-03-15T06:05:00Z","2019-03-17T16:05:00Z","2019-03-15T08:50:00Z","2019-03-17T16:35:00Z","AMS","GLA"
1,1,"CONFIRMED","CONFIRMED","KL","KL","AMS","AMS","2019-03-15T08:10:00Z","2019-03-17T17:00:00Z","2019-03-15T08:40:00Z","2019-03-17T19:40:00Z","EDI","MSP"
2,2,"CONFIRMED","CONFIRMED","DL","DL","JFK","NCE","2019-07-14T20:15:00Z","2019-08-27T12:15:00Z","2019-07-15T10:25:00Z","2019-08-27T15:18:00Z","NCE","JFK"
1,1,"CONFIRMED","CONFIRMED","KL","KL","ATL","AMS","2019-05-08T22:35:00Z","2019-05-09T20:50:00Z","2019-05-09T12:55:00Z","2019-05-10T14:50:00Z","AMS","KUL"
2,2,"CONFIRMED","CONFIRMED","KL","KL","AMS","AMS","2019-03-18T21:20:00Z","2019-03-16T06:55:00Z","2019-03-18T22:00:00Z","2019-03-16T09:10:00Z","DUB","FCO"
2,2,"CONFIRMED","CONFIRMED","KL","KL","MAD","AMS","2019-03-31T17:10:00Z","2019-03-31T22:55:00Z","2019-03-31T19:50:00Z","2019-04-01T11:05:00Z","AMS","WDH"
1,1,"CONFIRMED","CONFIRMED","KL","KL","AMS","KGL","2019-03-18T13:20:00Z","2019-03-17T20:15:00Z","2019-03-18T16:45:00Z","2019-03-18T06:00:00Z","IAD","AMS"
1,1,"CONFIRMED","CONFIRMED","KL","KL","FRA","AMS","2019-09-05T19:20:00Z","2019-09-29T17:30:00Z","2019-09-05T20:30:00Z","2019-09-29T18:40:00Z","AMS","FRA"
1,1,"CONFIRMED","CONFIRMED","DL","DL","DTW","JFK","2019-03-13T16:05:00Z","2019-03-18T19:30:00Z","2019-03-13T17:30:00Z","2019-03-19T08:40:00Z","PHX","FRA"
1,1,"CONFIRMED","CONFIRMED","KL","KL","AMS","MUC","2019-03-29T15:25:00Z","2019-03-17T20:00:00Z","2019-03-29T16:45:00Z","2019-03-17T21:40:00Z","MUC","AMS"
2,2,"CONFIRMED","CONFIRMED","AF","AF","CDG","HND","2019-11-30T21:25:00Z","2019-11-30T13:45:00Z","2019-11-30T22:35:00Z","2019-11-30T18:35:00Z","LYS","CDG"
2,2,"CONFIRMED","CONFIRMED","KL","BE","AMS","CWL","2019-06-26T08:55:00Z","2019-05-19T16:15:00Z","2019-06-26T09:15:00Z","2019-05-19T18:40:00Z","CWL","CDG"
3,3,"CONFIRMED","CONFIRMED","DL","DL","MCO","JNB","2019-03-23T10:50:00Z","2019-03-16T20:25:00Z","2019-03-23T13:24:00Z","2019-03-17T07:15:00Z","LGA","ATL"
2,2,"CONFIRMED","CONFIRMED","AF","AF","NCE","CDG","2020-01-31T10:35:00Z","2020-02-09T12:45:00Z","2020-01-31T12:10:00Z","2020-02-09T14:15:00Z","CDG","NCE"
1,1,"CONFIRMED","CONFIRMED","AF","AF","CDG","RBA","2019-03-22T21:00:00Z","2019-03-18T14:10:00Z","2019-03-22T23:55:00Z","2019-03-18T17:10:00Z","RBA","CDG"
2,2,"CONFIRMED","CONFIRMED","AF","AF","MAD","RNS","2019-10-06T17:40:00Z","2019-10-03T18:35:00Z","2019-10-06T19:45:00Z","2019-10-03T19:40:00Z","CDG","CDG"
2,2,"CONFIRMED","CONFIRMED","KL","KL","NCL","AMS","2019-05-01T06:00:00Z","2019-05-04T16:20:00Z","2019-05-01T08:25:00Z","2019-05-04T16:40:00Z","AMS","NCL"
2,2,"CONFIRMED","CONFIRMED","KL","KL","BLL","AMS","2019-05-08T14:20:00Z","2019-05-16T10:15:00Z","2019-05-08T15:35:00Z","2019-05-16T11:20:00Z","AMS","BLL"
1,1,"CONFIRMED","CONFIRMED","LO","DL","KGD","AMS","2019-04-02T12:40:00Z","2019-04-02T10:05:00Z","2019-04-02T13:45:00Z","2019-04-02T13:30:00Z","WAW","ATL"
1,1,"CONFIRMED","CONFIRMED","KL","KL","AMS","DRS","2019-03-18T16:50:00Z","2019-03-18T14:20:00Z","2019-03-18T21:25:00Z","2019-03-18T15:50:00Z","ATL","AMS"
2,2,"CONFIRMED","CONFIRMED","KL","KL","AMS","PVG","2019-03-17T17:15:00Z","2019-03-31T12:40:00Z","2019-03-18T10:50:00Z","2019-03-31T18:20:00Z","PVG","AMS"
1,1,"CONFIRMED","CONFIRMED","AA","KQ","DFW","JFK","2019-03-16T07:00:00Z","2019-03-17T13:00:00Z","2019-03-16T11:34:00Z","2019-03-18T10:30:00Z","JFK","NBO"
1,1,"CONFIRMED","CONFIRMED","AF","KL","CDG","BRU","2019-03-19T17:55:00Z","2019-03-22T14:45:00Z","2019-03-19T19:35:00Z","2019-03-22T15:35:00Z","FLR","AMS"
1,1,"CONFIRMED","CONFIRMED","KL","DL","AMS","CDG","2019-05-03T07:55:00Z","2019-04-23T10:20:00Z","2019-05-03T09:25:00Z","2019-04-23T12:46:00Z","CDG","JFK"
1,1,"CONFIRMED","UNACCEPTED","AF","AM","CDG","MEX","2019-03-18T12:30:00Z","2019-03-01T19:00:00Z","2019-03-18T13:35:00Z","2019-03-01T20:48:00Z","BSL","MTY"
1,1,"CONFIRMED","CONFIRMED","DL","AF","CDG","FNA","2019-03-27T10:15:00Z","2019-03-26T21:05:00Z","2019-03-27T13:19:00Z","2019-03-27T06:35:00Z","BOS","CDG"
1,1,"CONFIRMED","CONFIRMED","DL","KL","DTW","AMS","2019-02-21T18:23:00Z","2019-03-18T12:40:00Z","2019-02-22T08:00:00Z","2019-03-18T15:25:00Z","AMS","ORD"
1,1,"CONFIRMED","CONFIRMED","AF","KL","IAH","ABZ","2019-03-17T17:05:00Z","2019-03-09T06:00:00Z","2019-03-18T08:40:00Z","2019-03-09T08:40:00Z","CDG","AMS"
11,11,"CONFIRMED","CONFIRMED","KL","KL","AMS","LIS","2019-03-17T21:25:00Z","2019-03-17T15:25:00Z","2019-03-17T22:00:00Z","2019-03-17T19:35:00Z","GLA","AMS"
1,1,"CONFIRMED","CONFIRMED","AF","AF","NCE","ORY","2019-03-26T19:45:00Z","2019-03-22T09:05:00Z","2019-03-26T21:15:00Z","2019-03-22T10:30:00Z","ORY","NCE"
3,3,"CONFIRMED","CONFIRMED","DL","DL","MCO","JNB","2019-03-23T10:50:00Z","2019-03-16T20:25:00Z","2019-03-23T13:24:00Z","2019-03-17T07:15:00Z","LGA","ATL"
1,1,"CONFIRMED","CONFIRMED","AF","AF","LYS","ORY","2019-03-18T11:10:00Z","2018-07-04T09:15:00Z","2019-03-18T12:15:00Z","2018-07-04T10:15:00Z","ORY","LYS"
1,1,"CONFIRMED","CONFIRMED","KL","KL","AMS","SIN","2019-03-30T12:00:00Z","2019-03-30T01:35:00Z","2019-03-30T13:45:00Z","2019-03-30T08:00:00Z","BGO","AMS"
13,13,"CONFIRMED","CONFIRMED","KL","KL","IAD","AMS","2019-03-28T18:40:00Z","2019-03-18T13:30:00Z","2019-03-29T07:10:00Z","2019-03-18T16:45:00Z","AMS","JFK"
3,3,"CONFIRMED","CONFIRMED","AF","ME","BEY","CDG","2019-10-30T15:55:00Z","2019-03-18T10:00:00Z","2019-10-30T19:40:00Z","2019-03-18T15:20:00Z","CDG","BEY"
2,2,"CONFIRMED","CONFIRMED","BE","BE","SOU","EGC","2019-05-10T10:25:00Z","2019-05-13T13:35:00Z","2019-05-10T13:05:00Z","2019-05-13T14:15:00Z","EGC","SOU"
3,3,"CONFIRMED","CONFIRMED","ME","AF","CDG","GRU","2019-03-18T10:00:00Z","2019-03-17T16:35:00Z","2019-03-18T15:20:00Z","2019-03-18T08:05:00Z","BEY","CDG"
1,1,"CONFIRMED","CONFIRMED","CZ","MF","PEK","XMN","2019-03-18T15:30:00Z","2019-02-23T00:10:00Z","2019-03-18T18:00:00Z","2019-02-23T05:30:00Z","WUH","AMS"
1,1,"CONFIRMED","UNACCEPTED","DL","AF","MTY","CDG","2019-03-17T12:48:00Z","2019-03-01T11:00:00Z","2019-03-17T18:26:00Z","2019-03-01T16:20:00Z","DTW","MEX"
1,1,"CONFIRMED","CONFIRMED","CZ","MF","PEK","XMN","2019-03-18T15:30:00Z","2019-02-23T00:10:00Z","2019-03-18T18:00:00Z","2019-02-23T05:30:00Z","WUH","AMS"
1,1,"CONFIRMED","CONFIRMED","KL","KL","AMS","MAN","2019-03-21T16:20:00Z","2019-03-17T05:55:00Z","2019-03-21T16:35:00Z","2019-03-17T08:15:00Z","MAN","AMS"
1,"","CONFIRMED","","KQ","","MGQ","","2019-03-18T15:50:00Z","","2019-03-18T17:35:00Z","","NBO",""
1,1,"CONFIRMED","CONFIRMED","KL","KL","BUD","AMS","2019-03-17T17:05:00Z","2019-03-15T14:15:00Z","2019-03-17T19:15:00Z","2019-03-15T16:15:00Z","AMS","BUD"
1,1,"CONFIRMED","CONFIRMED","AF","AF","XWG","OUA","2019-11-22T06:07:00Z","2019-12-20T23:45:00Z","2019-11-22T08:02:00Z","2019-12-21T06:15:00Z","CDG","CDG"
1,1,"CONFIRMED","CONFIRMED","AF","AF","CDG","ZRH","2019-03-17T16:15:00Z","2019-03-10T09:35:00Z","2019-03-17T17:30:00Z","2019-03-10T11:00:00Z","ZRH","CDG"
1,1,"SEAT_AVAILABLE","SEAT_AVAILABLE","KL","KL","CDG","AMS","2019-03-21T18:40:00Z","2019-03-18T12:25:00Z","2019-03-21T20:00:00Z","2019-03-18T13:40:00Z","AMS","CDG"
13,13,"CONFIRMED","CONFIRMED","KL","KL","OSL","EZE","2019-03-17T17:00:00Z","2019-03-28T16:35:00Z","2019-03-17T18:55:00Z","2019-03-29T09:55:00Z","AMS","AMS"
1,1,"CONFIRMED","CONFIRMED","AF","AF","PEK","CDG","2018-08-01T09:05:00Z","2018-08-01T16:10:00Z","2018-08-01T14:00:00Z","2018-08-01T20:05:00Z","CDG","HAV"
3,3,"CONFIRMED","CONFIRMED","DL","DL","MCO","JNB","2019-03-23T10:50:00Z","2019-03-16T20:25:00Z","2019-03-23T13:24:00Z","2019-03-17T07:15:00Z","LGA","ATL"
1,1,"CONFIRMED","CONFIRMED","KL","KL","PVG","AMS","2019-03-23T00:15:00Z","2019-03-17T17:15:00Z","2019-03-23T05:20:00Z","2019-03-18T10:50:00Z","AMS","PVG"
3,3,"CONFIRMED","CONFIRMED","KL","KL","AMS","AMS","2019-07-02T09:50:00Z","2019-07-17T21:15:00Z","2019-07-02T11:45:00Z","2019-07-17T21:45:00Z","LAX","GLA"
2,2,"CONFIRMED","ON_REQUEST","9W","9W","CDG","AMD","2019-01-17T11:30:00Z","2019-03-16T21:25:00Z","2019-01-18T00:50:00Z","2019-03-16T22:55:00Z","BOM","BOM"
1,1,"CONFIRMED","CONFIRMED","AF","AF","CDG","SIN","2019-04-25T20:50:00Z","2019-05-02T22:35:00Z","2019-04-26T15:45:00Z","2019-05-03T06:05:00Z","SIN","CDG"
1,1,"CONFIRMED","CONFIRMED","ME","AF","BEY","CDG","2019-10-03T02:05:00Z","2019-10-03T10:10:00Z","2019-10-03T05:45:00Z","2019-10-03T13:45:00Z","CDG","IAH"
1,1,"CONFIRMED","CONFIRMED","CZ","CZ","SHE","PEK","2019-04-14T00:00:00Z","2019-04-15T00:30:00Z","2019-04-14T00:00:00Z","2019-04-15T05:10:00Z","PEK","AMS"
2,2,"CONFIRMED","CONFIRMED","BE","BE","SOU","EGC","2019-05-10T10:25:00Z","2019-05-13T13:35:00Z","2019-05-10T13:05:00Z","2019-05-13T14:15:00Z","EGC","SOU"
1,"","CONFIRMED","","AF","","CDG","","2019-06-10T06:55:00Z","","2019-06-10T09:00:00Z","","FCO",""
1,1,"CONFIRMED","CONFIRMED","DL","DL","BRU","ATL","2019-03-24T09:30:00Z","2019-03-24T18:15:00Z","2019-03-24T14:22:00Z","2019-03-24T22:35:00Z","ATL","UIO"
2,2,"CONFIRMED","CONFIRMED","KL","KL","OPO","AMS","2019-03-30T11:15:00Z","2019-03-23T08:50:00Z","2019-03-30T14:55:00Z","2019-03-23T10:30:00Z","AMS","OPO"
28,28,"CONFIRMED","CONFIRMED","KL","KL","SFO","AMS","2019-04-03T13:55:00Z","2019-03-18T09:55:00Z","2019-04-04T09:15:00Z","2019-03-18T12:55:00Z","AMS","LAX"
2,2,"CONFIRMED","CONFIRMED","KL","KL","YUL","BSL","2019-05-29T18:50:00Z","2019-05-14T10:15:00Z","2019-05-30T07:35:00Z","2019-05-14T11:45:00Z","AMS","AMS"
1,1,"CONFIRMED","CONFIRMED","CZ","CZ","SHE","PEK","2019-04-14T00:00:00Z","2019-04-15T00:30:00Z","2019-04-14T00:00:00Z","2019-04-15T05:10:00Z","PEK","AMS"
2,2,"CONFIRMED","CONFIRMED","KQ","PW","NBO","JRO","2019-03-26T22:55:00Z","2019-03-26T18:30:00Z","2019-03-27T06:55:00Z","2019-03-26T19:30:00Z","JFK","NBO"
1,1,"CONFIRMED","CONFIRMED","KL","KL","AMS","LCY","2019-03-18T18:20:00Z","2019-03-21T18:55:00Z","2019-03-18T18:25:00Z","2019-03-21T21:15:00Z","LCY","AMS"
3,3,"CONFIRMED","CONFIRMED","KL","MU","AMS","PVG","2019-03-16T21:20:00Z","2019-04-06T12:50:00Z","2019-03-17T14:55:00Z","2019-04-06T19:15:00Z","PVG","CDG"
1,"","CONFIRMED","","A5","","FCO","","2019-06-09T11:55:00Z","","2019-06-09T14:00:00Z","","BOD",""
2,2,"CONFIRMED","CONFIRMED","KL","KL","MNL","AES","2019-04-11T20:05:00Z","2019-06-11T16:50:00Z","2019-04-12T06:55:00Z","2019-06-11T18:55:00Z","AMS","AMS"
1,1,"CONFIRMED","CONFIRMED","AF","AF","BIQ","ORY","2019-03-19T15:50:00Z","2019-03-18T10:40:00Z","2019-03-19T17:15:00Z","2019-03-18T12:00:00Z","ORY","BIQ"
1,1,"CONFIRMED","CONFIRMED","OS","AF","VIE","CDG","2019-03-19T13:00:00Z","2019-03-19T17:55:00Z","2019-03-19T15:10:00Z","2019-03-19T19:35:00Z","CDG","FLR"
1,1,"CONFIRMED","CONFIRMED","AF","AF","CDG","TXL","2019-04-04T11:00:00Z","2019-04-04T06:15:00Z","2019-04-04T12:40:00Z","2019-04-04T08:05:00Z","TLN","CDG"
1,"","CONFIRMED","","AF","","DTW","","2019-03-17T22:05:00Z","","2019-03-18T10:45:00Z","","CDG",""
2,2,"CONFIRMED","CONFIRMED","DL","KL","AMS","ATH","2019-04-16T09:20:00Z","2019-04-16T06:00:00Z","2019-04-16T11:50:00Z","2019-04-16T08:30:00Z","DTW","AMS"
1,1,"CONFIRMED","CONFIRMED","DL","AF","LAX","BRE","2019-03-17T13:21:00Z","2019-04-09T10:30:00Z","2019-03-18T08:30:00Z","2019-04-09T11:55:00Z","AMS","CDG"
1,1,"CONFIRMED","CONFIRMED","KQ","KQ","EBB","NBO","2019-03-27T20:30:00Z","2019-03-27T11:30:00Z","2019-03-27T21:40:00Z","2019-03-27T12:45:00Z","NBO","EBB"
1,"","SEAT_AVAILABLE","","AF","","CDG","","2019-03-20T09:55:00Z","","2019-03-20T14:35:00Z","","BKO",""
3,3,"CONFIRMED","CONFIRMED","KL","DL","HAM","TPA","2019-04-03T12:35:00Z","2019-04-15T12:10:00Z","2019-04-03T13:40:00Z","2019-04-15T14:52:00Z","AMS","JFK"
2,2,"CONFIRMED","CONFIRMED","KL","KL","MUC","AMS","2019-08-04T20:50:00Z","2019-08-07T21:00:00Z","2019-08-04T22:20:00Z","2019-08-07T22:25:00Z","AMS","MUC"
1,1,"CONFIRMED","CONFIRMED","AF","AF","ORN","CDG","2019-03-27T14:25:00Z","2019-03-27T18:10:00Z","2019-03-27T17:05:00Z","2019-03-27T21:50:00Z","CDG","JFK"
11,11,"CONFIRMED","CONFIRMED","KL","KL","LIS","GLA","2019-03-17T15:25:00Z","2019-03-27T09:00:00Z","2019-03-17T19:35:00Z","2019-03-27T11:40:00Z","AMS","AMS"
5,"","CONFIRMED","","AF","","NCL","","2019-07-05T17:05:00Z","","2019-07-05T19:55:00Z","","CDG",""
1,1,"CONFIRMED","CONFIRMED","AF","KL","CDG","AMS","2019-03-31T13:50:00Z","2019-03-17T17:10:00Z","2019-03-31T16:10:00Z","2019-03-18T02:55:00Z","YYZ","DXB"
1,1,"CONFIRMED","CONFIRMED","AF","AF","TLS","CDG","2019-03-26T07:15:00Z","2019-03-26T09:45:00Z","2019-03-26T08:50:00Z","2019-03-26T13:55:00Z","CDG","KBP"
1,1,"CONFIRMED","CONFIRMED","KL","KL","AMS","MAN","2019-03-26T08:00:00Z","2019-03-27T17:25:00Z","2019-03-26T08:20:00Z","2019-03-27T19:50:00Z","MAN","AMS"
3,3,"CONFIRMED","CONFIRMED","KL","KL","AMS","MUC","2019-05-24T09:35:00Z","2019-05-26T20:50:00Z","2019-05-24T11:00:00Z","2019-05-26T22:20:00Z","MUC","AMS"
1,1,"CONFIRMED","CONFIRMED","CI","CI","TPE","AMS","2019-03-17T23:40:00Z","2019-03-23T11:00:00Z","2019-03-18T07:20:00Z","2019-03-24T06:35:00Z","FCO","TPE"
1,1,"CONFIRMED","CONFIRMED","AF","AF","CAI","CDG","2019-03-03T01:55:00Z","2019-03-17T18:10:00Z","2019-03-03T05:55:00Z","2019-03-17T23:40:00Z","CDG","CAI"
2,2,"CONFIRMED","CONFIRMED","KL","A5","AMS","TLS","2019-04-16T11:45:00Z","2019-04-16T15:20:00Z","2019-04-16T13:35:00Z","2019-04-16T16:25:00Z","TLS","MRS"
1,1,"CONFIRMED","CONFIRMED","KL","AF","AMS","CDG","2019-03-18T09:55:00Z","2019-03-23T12:40:00Z","2019-03-18T12:55:00Z","2019-03-23T14:00:00Z","LAX","STR"
4,4,"CONFIRMED","CONFIRMED","A5","A5","MRS","LIL","2019-07-05T09:30:00Z","2019-07-07T18:00:00Z","2019-07-05T11:05:00Z","2019-07-07T19:40:00Z","LIL","MRS"
11,11,"CONFIRMED","CONFIRMED","KL","KL","LIS","GLA","2019-03-17T15:25:00Z","2019-03-27T09:00:00Z","2019-03-17T19:35:00Z","2019-03-27T11:40:00Z","AMS","AMS"
2,2,"CONFIRMED","CONFIRMED","DL","KL","AMS","VIE","2019-03-26T10:35:00Z","2019-03-26T06:55:00Z","2019-03-26T15:31:00Z","2019-03-26T09:00:00Z","ATL","AMS"
1,1,"UNACCEPTED","CONFIRMED","KL","MU","AMS","PEK","2019-03-16T17:20:00Z","2019-03-18T10:40:00Z","2019-03-17T10:50:00Z","2019-03-18T12:55:00Z","HGH","HGH"
1,"","CONFIRMED","","KL","","OTP","","2019-05-04T18:05:00Z","","2019-05-04T20:05:00Z","","AMS",""
2,2,"CONFIRMED","ON_REQUEST","9W","9W","CDG","AMD","2019-01-17T11:30:00Z","2019-03-16T21:25:00Z","2019-01-18T00:50:00Z","2019-03-16T22:55:00Z","BOM","BOM"
1,1,"CONFIRMED","CONFIRMED","KL","KL","HAM","AMS","2019-05-22T08:30:00Z","2019-06-03T16:45:00Z","2019-05-22T09:40:00Z","2019-06-03T17:50:00Z","AMS","HAM"
2,2,"CONFIRMED","CONFIRMED","KL","KL","AMS","DXB","2019-03-17T17:10:00Z","2019-03-23T01:55:00Z","2019-03-18T02:55:00Z","2019-03-23T06:20:00Z","DXB","AMS"
2,"","SEAT_AVAILABLE","","AF","","ALG","","2019-03-17T18:30:00Z","","2019-03-17T21:05:00Z","","CDG",""
1,1,"CONFIRMED","CONFIRMED","KL","KL","AMS","AMS","2019-03-28T09:35:00Z","2019-04-14T06:50:00Z","2019-03-28T14:15:00Z","2019-04-14T08:50:00Z","ATL","ARN"
2,2,"CONFIRMED","CONFIRMED","KL","KL","AMS","MUC","2019-08-23T09:30:00Z","2019-08-18T14:05:00Z","2019-08-23T10:55:00Z","2019-08-18T15:40:00Z","MUC","AMS"
1,1,"CONFIRMED","CONFIRMED","KL","KL","AMS","ZRH","2019-03-08T09:40:00Z","2019-03-19T19:10:00Z","2019-03-08T11:05:00Z","2019-03-19T20:50:00Z","ZRH","AMS"
2,2,"CONFIRMED","CONFIRMED","AF","KL","CDG","AMS","2019-06-06T12:25:00Z","2019-06-06T15:55:00Z","2019-06-06T13:45:00Z","2019-06-06T17:35:00Z","AMS","GDN"
2,2,"CONFIRMED","CONFIRMED","KL","AF","AMS","CDG","2019-11-15T09:25:00Z","2019-11-25T07:25:00Z","2019-11-15T13:30:00Z","2019-11-25T09:00:00Z","SXM","FRA"
1,"","CONFIRMED","","KL","","OTP","","2019-05-04T18:05:00Z","","2019-05-04T20:05:00Z","","AMS",""
