"nbPassengers0","nbPassengers1","bookingStatus0","bookingStatus1","operatingAirline0","operatingAirline1","originAirport0","originAirport1","departureDate0","departureDate1","arrivalDate0","arrivalDate1","destinationAirport0","destinationAirport1"
11,11,"CONFIRMED","CONFIRMED","KL","KL","AMS","AMS","2019-03-27T12:40:00Z","2019-03-17T21:25:00Z","2019-03-27T14:35:00Z","2019-03-17T22:00:00Z","LIS","GLA"
19,19,"CONFIRMED","CONFIRMED","AF","DL","CDG","ATL","2019-03-17T14:05:00Z","2019-03-17T21:56:00Z","2019-03-17T18:55:00Z","2019-03-17T22:55:00Z","ATL","XNA"
2,2,"CONFIRMED","CONFIRMED","BE","BE","SOU","EGC","2019-06-15T10:25:00Z","2019-06-22T13:35:00Z","2019-06-15T13:05:00Z","2019-06-22T14:15:00Z","EGC","SOU"
6,"","CONFIRMED","","KL","","LIS","","2019-08-20T15:35:00Z","","2019-08-20T19:35:00Z","","AMS",""
1,1,"CONFIRMED","CONFIRMED","KL","KL","AMS","TPE","2019-04-30T20:55:00Z","2019-04-01T23:55:00Z","2019-05-01T15:00:00Z","2019-04-02T06:55:00Z","TPE","AMS"
2,2,"CONFIRMED","CONFIRMED","AF","AF","ORY","NCE","2019-04-05T21:30:00Z","2019-04-07T20:30:00Z","2019-04-05T22:55:00Z","2019-04-07T22:05:00Z","NCE","CDG"
7,7,"CONFIRMED","CONFIRMED","KL","DL","AMS","SLC","2019-03-31T17:00:00Z","2019-03-18T14:45:00Z","2019-03-31T18:55:00Z","2019-03-19T07:50:00Z","SLC","AMS"
1,1,"CONFIRMED","CONFIRMED","A5","A5","BIQ","LYS","2019-03-21T06:35:00Z","2019-03-25T16:10:00Z","2019-03-21T07:50:00Z","2019-03-25T17:25:00Z","LYS","BIQ"
1,1,"CONFIRMED","CONFIRMED","CZ","KL","CAN","AAL","2019-03-22T00:05:00Z","2019-03-18T06:00:00Z","2019-03-22T05:55:00Z","2019-03-18T07:25:00Z","AMS","AMS"
1,1,"CONFIRMED","CONFIRMED","AF","AF","ATL","BLR","2019-03-17T18:35:00Z","2019-03-09T01:50:00Z","2019-03-18T07:55:00Z","2019-03-09T08:15:00Z","CDG","CDG"
4,4,"CONFIRMED","CONFIRMED","AF","KL","CDG","AMS","2019-11-30T13:50:00Z","2019-12-14T20:30:00Z","2019-11-30T18:30:00Z","2019-12-14T23:55:00Z","SJO","HEL"
1,1,"CONFIRMED","WAITING_LIST","AF","AF","ORY","BIQ","2019-03-15T13:45:00Z","2019-03-18T06:45:00Z","2019-03-15T15:05:00Z","2019-03-18T08:15:00Z","BIQ","ORY"
7,7,"CONFIRMED","CONFIRMED","KL","DL","AMS","SLC","2019-03-31T17:00:00Z","2019-03-18T14:45:00Z","2019-03-31T18:55:00Z","2019-03-19T07:50:00Z","SLC","AMS"
1,1,"CONFIRMED","CONFIRMED","KQ","KQ","JNB","NBO","2019-03-29T12:10:00Z","2019-03-25T07:45:00Z","2019-03-29T17:15:00Z","2019-03-25T10:55:00Z","NBO","JNB"
1,1,"CONFIRMED","CONFIRMED","AF","KL","DUS","AMS","2019-03-23T09:15:00Z","2019-03-13T16:40:00Z","2019-03-23T10:30:00Z","2019-03-13T16:50:00Z","CDG","BHX"
2,2,"UNACCEPTED","CONFIRMED","KL","KL","AMS","AMS","2019-03-17T14:35:00Z","2019-03-17T17:10:00Z","2019-03-18T00:05:00Z","2019-03-18T02:55:00Z","DXB","DXB"
1,1,"CONFIRMED","CONFIRMED","AF","AF","ORY","FDF","2019-03-18T13:15:00Z","2018-07-03T18:10:00Z","2019-03-18T17:00:00Z","2018-07-04T08:15:00Z","FDF","ORY"
1,1,"CONFIRMED","CONFIRMED","AF","AF","CDG","MAN","2019-03-18T23:40:00Z","2019-03-18T19:45:00Z","2019-03-19T10:15:00Z","2019-03-18T22:10:00Z","SCL","CDG"
2,2,"CONFIRMED","CONFIRMED","KL","HV","AMS","AGP","2019-09-12T21:05:00Z","2019-09-12T13:05:00Z","2019-09-13T05:50:00Z","2019-09-12T16:10:00Z","EZE","AMS"
1,1,"UNACCEPTED","CONFIRMED","KQ","KQ","NBO","KIS","2019-03-02T06:15:00Z","2019-03-17T18:40:00Z","2019-03-02T07:05:00Z","2019-03-17T19:30:00Z","KIS","NBO"
1,1,"CONFIRMED","CONFIRMED","AF","DL","CDG","ATL","2019-04-30T09:45:00Z","2019-04-29T15:32:00Z","2019-04-30T15:20:00Z","2019-04-30T06:00:00Z","TLV","CDG"
3,3,"CONFIRMED","CONFIRMED","AF","AF","CDG","CDG","2019-04-12T23:40:00Z","2019-04-07T13:15:00Z","2019-04-13T08:10:00Z","2019-04-07T15:40:00Z","JIB","IAD"
1,1,"CONFIRMED","CONFIRMED","AF","AF","CDG","STR","2018-12-02T16:45:00Z","2018-12-06T11:45:00Z","2018-12-02T18:00:00Z","2018-12-06T13:10:00Z","STR","CDG"
1,1,"CONFIRMED","CONFIRMED","AY","AY","CDG","HEL","2019-04-15T19:00:00Z","2019-04-18T12:15:00Z","2019-04-15T22:55:00Z","2019-04-18T14:20:00Z","HEL","CDG"
4,4,"CONFIRMED","CONFIRMED","XK","AF","ORY","CDG","2019-06-26T17:50:00Z","2019-07-06T15:00:00Z","2019-06-26T19:25:00Z","2019-07-06T17:05:00Z","BIA","GOT"
5,5,"CONFIRMED","CONFIRMED","AF","AF","CDG","CMN","2019-04-21T15:00:00Z","2019-05-07T10:05:00Z","2019-04-21T17:10:00Z","2019-05-07T14:10:00Z","CMN","CDG"
1,"","CONFIRMED","","A5","","MRS","","2019-03-21T10:05:00Z","","2019-03-21T11:40:00Z","","CFR",""
3,3,"CONFIRMED","CONFIRMED","DL","AF","BOM","YUL","2018-09-21T02:05:00Z","2018-09-19T19:40:00Z","2018-09-21T04:35:00Z","2018-09-20T08:30:00Z","CMB","CDG"
1,1,"CONFIRMED","CONFIRMED","KL","KL","GVA","AMS","2019-03-17T17:30:00Z","2019-03-14T06:55:00Z","2019-03-17T19:15:00Z","2019-03-14T08:25:00Z","AMS","GVA"
1,1,"CONFIRMED","CONFIRMED","KL","KL","AMS","CPH","2019-05-26T17:00:00Z","2019-05-27T19:10:00Z","2019-05-26T18:20:00Z","2019-05-27T20:35:00Z","CPH","AMS"
1,1,"CONFIRMED","CONFIRMED","AF","AF","CDG","ORK","2019-06-02T09:50:00Z","2019-06-08T11:35:00Z","2019-06-02T10:40:00Z","2019-06-08T14:20:00Z","ORK","CDG"
1,"","CONFIRMED","","A5","","NTE","","2019-03-18T20:35:00Z","","2019-03-18T21:45:00Z","","LIL",""
1,1,"CONFIRMED","CONFIRMED","AF","KL","GIG","BCN","2019-03-18T16:30:00Z","2019-03-28T06:00:00Z","2019-03-19T07:35:00Z","2019-03-28T08:30:00Z","CDG","AMS"
1,1,"CONFIRMED","CONFIRMED","KL","AF","DPS","BOD","2019-04-03T20:35:00Z","2019-03-18T18:20:00Z","2019-04-04T07:35:00Z","2019-03-18T19:45:00Z","AMS","CDG"
2,2,"CONFIRMED","CONFIRMED","KL","KL","CGK","KUL","2019-03-24T19:25:00Z","2019-03-29T17:05:00Z","2019-03-24T22:30:00Z","2019-03-29T18:10:00Z","KUL","CGK"
1,1,"CONFIRMED","CONFIRMED","KL","KL","AMS","AMS","2019-03-02T10:15:00Z","2019-03-18T16:50:00Z","2019-03-02T16:15:00Z","2019-03-18T17:30:00Z","UIO","BRU"
1,"","CONFIRMED","","KQ","","MBA","","2019-03-19T08:10:00Z","","2019-03-19T09:10:00Z","","NBO",""
1,1,"CONFIRMED","CONFIRMED","KQ","KQ","LHR","EBB","2019-03-18T17:25:00Z","2019-03-21T20:30:00Z","2019-03-19T05:00:00Z","2019-03-21T21:40:00Z","NBO","NBO"
2,2,"CONFIRMED","CONFIRMED","DL","AF","MSY","CDG","2019-08-18T16:33:00Z","2019-08-06T13:30:00Z","2019-08-18T19:11:00Z","2019-08-06T17:00:00Z","ATL","ATL"
1,"","CONFIRMED","","AF","","NCE","","2019-05-09T08:40:00Z","","2019-05-09T10:10:00Z","","ORY",""
1,1,"CONFIRMED","CONFIRMED","AF","AF","TLN","ORY","2019-01-30T06:50:00Z","2019-04-03T14:10:00Z","2019-01-30T08:25:00Z","2019-04-03T15:35:00Z","ORY","TLN"
2,2,"CONFIRMED","CONFIRMED","AF","AF","BOD","ORY","2019-04-16T08:10:00Z","2019-05-15T16:50:00Z","2019-04-16T09:25:00Z","2019-05-15T18:00:00Z","ORY","BOD"
1,1,"CONFIRMED","CONFIRMED","AF","AF","CDG","LHR","2019-03-10T10:00:00Z","2019-03-17T15:35:00Z","2019-03-10T10:30:00Z","2019-03-17T17:55:00Z","LHR","CDG"
1,1,"CONFIRMED","CONFIRMED","AF","AF","CDG","CAI","2019-04-13T16:00:00Z","2019-04-22T02:10:00Z","2019-04-13T20:40:00Z","2019-04-22T07:00:00Z","CAI","CDG"
1,1,"CONFIRMED","CONFIRMED","KL","KL","VXO","AMS","2019-08-17T14:05:00Z","2019-07-30T12:00:00Z","2019-08-17T15:45:00Z","2019-07-30T13:35:00Z","AMS","VXO"
1,1,"CONFIRMED","CONFIRMED","AF","AF","STR","CDG","2019-03-18T06:00:00Z","2019-03-18T11:00:00Z","2019-03-18T07:25:00Z","2019-03-18T16:20:00Z","CDG","MEX"
2,2,"CONFIRMED","CONFIRMED","DL","AF","CDG","CDG","2019-12-16T10:30:00Z","2020-01-09T15:30:00Z","2019-12-16T12:30:00Z","2020-01-09T17:05:00Z","SEA","HAM"
4,4,"CONFIRMED","CONFIRMED","KL","KL","TLV","NRT","2019-04-16T04:45:00Z","2019-04-24T10:25:00Z","2019-04-16T08:45:00Z","2019-04-24T15:05:00Z","AMS","AMS"
3,3,"CONFIRMED","CONFIRMED","KL","KL","HKG","AMS","2019-05-12T12:20:00Z","2019-05-03T17:15:00Z","2019-05-12T18:35:00Z","2019-05-04T10:20:00Z","AMS","HKG"
1,1,"UNACCEPTED","SEAT_AVAILABLE","AF","AF","ORY","ORY","2019-03-17T16:30:00Z","2019-03-17T15:25:00Z","2019-03-17T17:45:00Z","2019-03-17T16:40:00Z","TLS","TLS"
1,1,"CONFIRMED","CONFIRMED","ME","AF","BEY","CDG","2019-03-15T02:05:00Z","2019-03-15T10:10:00Z","2019-03-15T05:45:00Z","2019-03-15T15:10:00Z","CDG","MIA"
1,1,"CONFIRMED","CONFIRMED","AF","AF","HND","CDG","2019-03-18T23:50:00Z","2019-03-23T23:20:00Z","2019-03-19T04:50:00Z","2019-03-24T19:25:00Z","CDG","HND"
3,3,"CONFIRMED","CONFIRMED","KL","DL","BLL","AMS","2019-04-03T10:05:00Z","2019-04-03T14:45:00Z","2019-04-03T11:15:00Z","2019-04-03T19:11:00Z","AMS","MCO"
46,46,"CONFIRMED","CONFIRMED","AF","KL","CDG","CTG","2019-03-17T17:15:00Z","2019-03-24T18:40:00Z","2019-03-17T22:05:00Z","2019-03-25T10:10:00Z","BOG","AMS"
1,"","CONFIRMED","","AF","","CDG","","2019-03-18T16:15:00Z","","2019-03-18T16:40:00Z","","LHR",""
1,1,"CONFIRMED","CONFIRMED","KQ","KQ","MPM","NBO","2019-10-18T15:05:00Z","2019-10-18T23:50:00Z","2019-10-18T20:00:00Z","2019-10-19T07:30:00Z","NBO","CDG"
1,"","SEAT_AVAILABLE","","AF","","SIN","","2019-03-17T23:10:00Z","","2019-03-18T06:10:00Z","","CDG",""
1,1,"CONFIRMED","CONFIRMED","AF","AF","CDG","BCN","2019-03-22T10:20:00Z","2019-03-22T06:25:00Z","2019-03-22T14:05:00Z","2019-03-22T08:25:00Z","LAX","CDG"
2,2,"CONFIRMED","CONFIRMED","AF","AF","FDF","ORY","2019-11-06T19:10:00Z","2019-11-07T13:00:00Z","2019-11-07T08:25:00Z","2019-11-07T14:10:00Z","ORY","BES"
2,"","CONFIRMED","","A5","","RNS","","2019-05-24T10:45:00Z","","2019-05-24T12:25:00Z","","NCE",""
1,1,"CONFIRMED","CONFIRMED","AF","AF","CDG","CDG","2019-05-01T15:40:00Z","2019-04-18T12:25:00Z","2019-05-01T18:15:00Z","2019-04-18T14:35:00Z","DTW","CMN"
1,1,"CONFIRMED","CONFIRMED","AT","AT","CMN","BKO","2019-04-06T22:30:00Z","2019-03-18T02:35:00Z","2019-04-07T01:05:00Z","2019-03-18T06:50:00Z","BKO","CMN"
2,2,"CONFIRMED","CONFIRMED","KL","KL","AMS","AUA","2019-07-01T12:05:00Z","2019-07-16T17:15:00Z","2019-07-01T16:00:00Z","2019-07-17T10:30:00Z","AUA","AMS"
1,1,"CONFIRMED","CONFIRMED","KL","KL","BLL","AMS","2019-06-21T10:05:00Z","2019-06-23T21:35:00Z","2019-06-21T11:15:00Z","2019-06-23T22:45:00Z","AMS","BLL"
1,1,"CONFIRMED","CONFIRMED","KL","DL","DMM","LIT","2019-02-13T01:40:00Z","2019-03-17T12:09:00Z","2019-02-13T06:30:00Z","2019-03-17T14:40:00Z","AMS","ATL"
2,2,"CONFIRMED","CONFIRMED","DL","DL","JFK","NCE","2019-08-14T20:15:00Z","2019-07-15T12:15:00Z","2019-08-15T10:25:00Z","2019-07-15T15:18:00Z","NCE","JFK"
2,"","CONFIRMED","","BE","","EGC","","2019-08-17T13:45:00Z","","2019-08-17T14:45:00Z","","BHX",""
2,2,"CONFIRMED","CONFIRMED","KL","BT","AMS","RIX","2019-03-17T21:00:00Z","2019-03-17T16:25:00Z","2019-03-18T20:20:00Z","2019-03-17T17:50:00Z","DPS","AMS"
2,2,"CONFIRMED","CONFIRMED","XK","XK","AJA","ORY","2019-09-12T10:15:00Z","2019-09-16T17:45:00Z","2019-09-12T11:50:00Z","2019-09-16T19:20:00Z","ORY","AJA"
2,2,"CONFIRMED","CONFIRMED","CI","CI","AMS","TPE","2019-04-27T11:00:00Z","2019-03-17T23:35:00Z","2019-04-28T06:00:00Z","2019-03-18T06:05:00Z","TPE","VIE"
1,1,"CONFIRMED","CONFIRMED","A5","A5","LYS","PUF","2019-03-20T15:50:00Z","2019-03-18T18:00:00Z","2019-03-20T17:25:00Z","2019-03-18T19:30:00Z","PUF","LYS"
1,"","CONFIRMED","","KL","","LCY","","2019-03-18T18:55:00Z","","2019-03-18T21:15:00Z","","AMS",""
1,1,"CONFIRMED","CONFIRMED","KL","KL","AMS","AMS","2019-03-27T08:05:00Z","2019-03-30T21:10:00Z","2019-03-27T09:25:00Z","2019-03-31T15:40:00Z","TXL","ICN"
4,4,"CONFIRMED","CONFIRMED","A5","A5","LYS","NCE","2019-04-18T20:10:00Z","2019-04-18T18:25:00Z","2019-04-18T21:35:00Z","2019-04-18T19:25:00Z","RNS","LYS"
3,3,"CONFIRMED","CONFIRMED","DL","DL","DTW","DTW","2019-03-19T08:23:00Z","2019-02-16T18:23:00Z","2019-03-19T10:16:00Z","2019-02-17T08:00:00Z","JFK","AMS"
2,2,"CONFIRMED","CONFIRMED","KL","KL","EDI","AMS","2019-04-01T06:00:00Z","2019-03-26T08:10:00Z","2019-04-01T08:35:00Z","2019-03-26T08:40:00Z","AMS","EDI"
1,1,"WAITING_LIST","WAITING_LIST","BA","BA","LCY","CDG","2019-03-18T08:25:00Z","2019-03-18T18:15:00Z","2019-03-18T10:40:00Z","2019-03-18T18:25:00Z","ORY","LHR"
4,4,"CONFIRMED","CONFIRMED","SV","WS","JED","YHZ","2019-08-28T03:45:00Z","2019-06-02T15:00:00Z","2019-08-28T08:30:00Z","2019-06-02T16:20:00Z","CDG","YYZ"
1,1,"CONFIRMED","CONFIRMED","KL","KL","AMS","CPH","2019-06-17T17:00:00Z","2019-03-17T17:25:00Z","2019-06-17T18:20:00Z","2019-03-17T18:55:00Z","CPH","AMS"
1,"","CONFIRMED","","BE","","MAN","","2019-03-29T17:30:00Z","","2019-03-29T20:00:00Z","","CDG",""
1,1,"CONFIRMED","CONFIRMED","AF","AF","ORY","CDG","2019-03-27T14:10:00Z","2019-03-18T07:20:00Z","2019-03-27T17:50:00Z","2019-03-18T09:05:00Z","JFK","TXL"
2,2,"CONFIRMED","CONFIRMED","AF","AF","ORY","MRS","2018-10-23T12:05:00Z","2018-10-23T08:45:00Z","2018-10-23T14:40:00Z","2018-10-23T10:10:00Z","PTP","ORY"
1,1,"CONFIRMED","CONFIRMED","AF","AF","AMM","CDG","2019-04-04T01:25:00Z","2019-04-04T15:40:00Z","2019-04-04T05:35:00Z","2019-04-04T18:15:00Z","CDG","DTW"
1,1,"CONFIRMED","CONFIRMED","KL","KL","LHR","AMS","2019-06-19T19:15:00Z","2019-06-16T10:15:00Z","2019-06-19T21:25:00Z","2019-06-16T10:45:00Z","AMS","LHR"
2,2,"CONFIRMED","CONFIRMED","KL","VY","LIS","BCN","2019-04-04T05:00:00Z","2019-03-22T09:45:00Z","2019-04-04T09:00:00Z","2019-03-22T11:05:00Z","AMS","MAD"
2,2,"CONFIRMED","CONFIRMED","AF","AF","FDF","ORY","2019-11-06T19:10:00Z","2019-11-07T13:00:00Z","2019-11-07T08:25:00Z","2019-11-07T14:10:00Z","ORY","BES"
1,1,"CONFIRMED","CONFIRMED","KL","KL","AMS","ORD","2019-03-18T12:40:00Z","2019-03-22T17:25:00Z","2019-03-18T15:25:00Z","2019-03-23T07:10:00Z","ORD","AMS"
1,1,"CONFIRMED","CONFIRMED","AF","AF","CDG","CAI","2019-04-25T16:00:00Z","2019-04-23T02:10:00Z","2019-04-25T20:40:00Z","2019-04-23T07:00:00Z","CAI","CDG"
19,19,"CONFIRMED","CONFIRMED","DL","AF","ATL","CDG","2019-03-17T21:56:00Z","2019-03-17T14:05:00Z","2019-03-17T22:55:00Z","2019-03-17T18:55:00Z","XNA","ATL"
4,4,"CONFIRMED","CONFIRMED","AF","SV","CDG","JED","2019-08-28T13:50:00Z","2019-08-28T03:45:00Z","2019-08-28T16:10:00Z","2019-08-28T08:30:00Z","YYZ","CDG"
1,"","CONFIRMED","","AF","","ORY","","2019-05-28T18:30:00Z","","2019-05-28T19:55:00Z","","TLN",""
1,1,"CONFIRMED","CONFIRMED","AF","AF","ORY","BES","2019-04-01T18:40:00Z","2019-03-31T14:25:00Z","2019-04-01T19:50:00Z","2019-03-31T15:40:00Z","BES","ORY"
5,5,"CONFIRMED","CONFIRMED","AF","AF","CDG","PEK","2019-07-20T15:10:00Z","2019-08-09T09:05:00Z","2019-07-21T08:25:00Z","2019-08-09T14:05:00Z","PVG","CDG"
3,3,"CONFIRMED","CONFIRMED","AF","AF","CDG","PRG","2019-03-14T18:00:00Z","2019-03-17T15:20:00Z","2019-03-14T19:40:00Z","2019-03-17T17:10:00Z","PRG","CDG"
1,1,"CONFIRMED","CONFIRMED","AF","AF","AMM","CDG","2019-04-04T01:25:00Z","2019-04-04T15:40:00Z","2019-04-04T05:35:00Z","2019-04-04T18:15:00Z","CDG","DTW"
1,1,"CONFIRMED","CONFIRMED","AF","AF","CDG","NTE","2019-03-22T21:30:00Z","2019-03-17T17:15:00Z","2019-03-22T22:40:00Z","2019-03-17T19:00:00Z","NTE","AMS"
11,11,"CONFIRMED","CONFIRMED","KL","KL","AMS","AMS","2019-03-27T12:40:00Z","2019-03-17T21:25:00Z","2019-03-27T14:35:00Z","2019-03-17T22:00:00Z","LIS","GLA"
1,1,"CONFIRMED","CONFIRMED","EK","KQ","HRE","LUN","2019-03-17T18:25:00Z","2019-03-27T10:20:00Z","2019-03-17T19:30:00Z","2019-03-27T11:25:00Z","LUN","HRE"
1,1,"CONFIRMED","CONFIRMED","KL","HV","SIN","AMS","2019-03-18T01:35:00Z","2019-03-18T14:15:00Z","2019-03-18T08:00:00Z","2019-03-18T17:55:00Z","AMS","LPA"
3,"","CONFIRMED","","AF","","CDG","","2019-04-13T07:25:00Z","","2019-04-13T08:45:00Z","","TLS",""
1,1,"CONFIRMED","CONFIRMED","AF","AF","CDG","CDG","2019-05-01T15:40:00Z","2019-04-18T12:25:00Z","2019-05-01T18:15:00Z","2019-04-18T14:35:00Z","DTW","CMN"
2,2,"CONFIRMED","CONFIRMED","DL","DL","AMS","JFK","2019-04-25T11:00:00Z","2019-05-05T19:30:00Z","2019-04-25T13:28:00Z","2019-05-06T09:20:00Z","JFK","BRU"
1,1,"CONFIRMED","CONFIRMED","KL","KL","MCT","DUB","2019-03-18T23:25:00Z","2019-04-16T05:55:00Z","2019-03-19T06:30:00Z","2019-04-16T08:35:00Z","AMS","AMS"
1,"","CONFIRMED","","AF","","ORY","","2019-05-28T18:30:00Z","","2019-05-28T19:55:00Z","","TLN",""
4,4,"CONFIRMED","CONFIRMED","SV","AF","JED","YYZ","2019-08-28T03:45:00Z","2019-06-02T18:25:00Z","2019-08-28T08:30:00Z","2019-06-03T07:55:00Z","CDG","CDG"
1,1,"CONFIRMED","CONFIRMED","AF","AF","GRU","CDG","2019-06-29T18:55:00Z","2019-07-27T23:35:00Z","2019-06-30T11:15:00Z","2019-07-28T06:25:00Z","CDG","GRU"
2,2,"CONFIRMED","CONFIRMED","KL","KL","AMS","CPH","2019-07-05T07:20:00Z","2019-07-07T21:45:00Z","2019-07-05T08:40:00Z","2019-07-07T23:15:00Z","CPH","AMS"
1,1,"CONFIRMED","CONFIRMED","KQ","KQ","JNB","NBO","2019-03-18T17:25:00Z","2019-03-19T21:50:00Z","2019-03-18T22:30:00Z","2019-03-20T01:05:00Z","NBO","JNB"
2,2,"CONFIRMED","CONFIRMED","DL","KL","AMS","ATH","2019-04-16T09:20:00Z","2019-04-16T06:00:00Z","2019-04-16T11:50:00Z","2019-04-16T08:30:00Z","DTW","AMS"
2,2,"CONFIRMED","CONFIRMED","KL","KL","AES","AMS","2019-03-17T16:50:00Z","2019-03-25T14:40:00Z","2019-03-17T18:55:00Z","2019-03-25T16:40:00Z","AMS","AES"
4,"","CONFIRMED","","AF","","ATL","","2020-01-03T20:25:00Z","","2020-01-04T10:45:00Z","","CDG",""
1,1,"CONFIRMED","CONFIRMED","AF","AF","ORY","TLS","2019-04-19T15:05:00Z","2019-04-22T14:50:00Z","2019-04-19T16:20:00Z","2019-04-22T16:10:00Z","TLS","ORY"
1,1,"CONFIRMED","CONFIRMED","AF","KL","CDG","AMS","2019-07-17T17:55:00Z","2019-07-17T21:25:00Z","2019-07-17T19:15:00Z","2019-07-18T14:55:00Z","AMS","ICN"
1,1,"CONFIRMED","CONFIRMED","AF","AF","PUF","ORY","2019-03-18T09:10:00Z","2019-03-29T13:45:00Z","2019-03-18T10:40:00Z","2019-03-29T15:05:00Z","ORY","PUF"
2,2,"CONFIRMED","CONFIRMED","AF","AF","CDG","CDG","2019-03-25T09:15:00Z","2019-04-07T16:25:00Z","2019-03-25T11:30:00Z","2019-04-07T21:45:00Z","NAP","COO"
1,1,"CONFIRMED","CONFIRMED","PC","KL","SAW","AMS","2019-04-08T12:30:00Z","2019-04-08T16:00:00Z","2019-04-08T15:20:00Z","2019-04-08T16:40:00Z","AMS","DUB"
1,"","SEAT_AVAILABLE","","AF","","CDG","","2019-03-18T21:40:00Z","","2019-03-18T23:00:00Z","","MRS",""
1,1,"CONFIRMED","CONFIRMED","KL","KA","HKG","PVG","2019-03-22T13:35:00Z","2019-03-22T08:25:00Z","2019-03-22T19:05:00Z","2019-03-22T11:15:00Z","AMS","HKG"
5,5,"CONFIRMED","CONFIRMED","AF","AF","CDG","ARN","2019-12-17T12:25:00Z","2019-12-17T06:00:00Z","2019-12-17T17:20:00Z","2019-12-17T08:55:00Z","CUN","CDG"
1,1,"CONFIRMED","CONFIRMED","CM","KL","PTY","PTY","2019-03-03T18:51:00Z","2019-03-17T18:50:00Z","2019-03-03T20:06:00Z","2019-03-18T11:00:00Z","MDE","AMS"
1,1,"CONFIRMED","CONFIRMED","KQ","KQ","DXB","NBO","2019-04-10T01:55:00Z","2019-04-10T08:25:00Z","2019-04-10T06:00:00Z","2019-04-10T11:40:00Z","NBO","LOS"
1,1,"CONFIRMED","CONFIRMED","KL","CM","AMS","LIM","2019-03-18T13:10:00Z","2019-03-17T13:40:00Z","2019-03-19T02:10:00Z","2019-03-17T17:30:00Z","BOM","PTY"
1,1,"CONFIRMED","CONFIRMED","AF","AF","CDG","SIN","2019-03-24T20:50:00Z","2019-03-28T23:10:00Z","2019-03-25T16:35:00Z","2019-03-29T06:10:00Z","SIN","CDG"
1,1,"CONFIRMED","CONFIRMED","AF","AF","DLA","PUF","2019-03-08T23:55:00Z","2019-03-18T06:05:00Z","2019-03-09T06:30:00Z","2019-03-18T07:45:00Z","CDG","CDG"
11,11,"CONFIRMED","CONFIRMED","KL","KL","GLA","AMS","2019-03-27T09:00:00Z","2019-03-27T12:40:00Z","2019-03-27T11:40:00Z","2019-03-27T14:35:00Z","AMS","LIS"
1,1,"CONFIRMED","CONFIRMED","KL","KL","AMS","AMS","2019-03-19T21:10:00Z","2019-03-20T21:45:00Z","2019-03-19T22:40:00Z","2019-03-20T22:00:00Z","GVA","MAN"
2,2,"CONFIRMED","CONFIRMED","AZ","DL","FCO","AMS","2018-11-23T14:30:00Z","2019-03-19T13:15:00Z","2018-11-24T02:20:00Z","2019-03-19T18:09:00Z","DEL","ATL"
2,2,"CONFIRMED","CONFIRMED","PW","KQ","ZNZ","NBO","2019-04-07T20:30:00Z","2019-03-18T07:50:00Z","2019-04-07T21:00:00Z","2019-03-18T09:10:00Z","DAR","ZNZ"
1,"","CONFIRMED","","KL","","MRS","","2019-06-29T17:20:00Z","","2019-06-29T19:30:00Z","","AMS",""
1,1,"CONFIRMED","CONFIRMED","AF","AF","MAN","CDG","2019-03-18T14:30:00Z","2019-03-20T18:20:00Z","2019-03-18T16:55:00Z","2019-03-20T18:50:00Z","CDG","MAN"
1,1,"CONFIRMED","CONFIRMED","KL","WS","YYZ","YUL","2019-03-21T22:55:00Z","2019-03-21T20:15:00Z","2019-03-22T11:10:00Z","2019-03-21T21:51:00Z","AMS","YYZ"
3,"","CONFIRMED","","UX","","CDG","","2019-03-24T15:40:00Z","","2019-03-24T17:35:00Z","","VLC",""
1,1,"CONFIRMED","CONFIRMED","BA","AF","CDG","BHX","2019-03-20T20:35:00Z","2019-03-18T08:05:00Z","2019-03-20T20:45:00Z","2019-03-18T10:30:00Z","LHR","CDG"
1,1,"CONFIRMED","CONFIRMED","KL","KL","AMS","LIS","2019-03-17T20:40:00Z","2019-03-17T15:25:00Z","2019-03-17T21:50:00Z","2019-03-17T19:35:00Z","NUE","AMS"
3,3,"CONFIRMED","CONFIRMED","AF","AF","NCL","CDG","2019-03-24T06:00:00Z","2019-03-31T15:35:00Z","2019-03-24T08:55:00Z","2019-03-31T16:20:00Z","CDG","NCL"
1,1,"CONFIRMED","CONFIRMED","AF","AF","ORY","NCE","2019-03-20T11:45:00Z","2019-03-24T21:05:00Z","2019-03-20T13:10:00Z","2019-03-24T22:35:00Z","NCE","ORY"
2,2,"CONFIRMED","CONFIRMED","XK","XK","AJA","ORY","2019-06-22T06:00:00Z","2019-05-23T08:20:00Z","2019-06-22T07:35:00Z","2019-05-23T09:55:00Z","ORY","AJA"
1,1,"CONFIRMED","CONFIRMED","KL","KL","LCY","AMS","2019-05-29T20:05:00Z","2019-05-26T18:25:00Z","2019-05-29T22:15:00Z","2019-05-26T18:35:00Z","AMS","LCY"
1,"","CONFIRMED","","AF","","ORY","","2019-05-13T12:30:00Z","","2019-05-13T13:40:00Z","","BOD",""
1,1,"CONFIRMED","CONFIRMED","AF","AF","YUL","CDG","2019-03-11T19:45:00Z","2019-03-17T18:15:00Z","2019-03-12T07:45:00Z","2019-03-17T21:05:00Z","CDG","YUL"
1,1,"CONFIRMED","CONFIRMED","BA","AF","CDG","BHX","2019-03-20T20:35:00Z","2019-03-18T08:05:00Z","2019-03-20T20:45:00Z","2019-03-18T10:30:00Z","LHR","CDG"
